                                             A ZAMS Stellar Model
                                             --------------------

                                             M    =     2.58000 solar
                                             L    =    74.00000 solar
                                             R    =     3.05109 solar
                                             Teff =  9700.00000 K
                                             X    =     0.70000
                                             Y    =     0.29200
                                             Z    =     0.00800



 zone      r         tau     1-M_r/Ms      L_r         T          P         rho        kap        eps    dlnPdlnT
  414  5.581E+08  3.580E+10  4.273E-01  2.841E+28  6.937E+06  1.876E+14  2.014E+03  8.570E-02  1.406E-06  r  3.8
  415  5.369E+08  3.962E+10  4.579E-01  2.841E+28  7.227E+06  2.188E+14  2.254E+03  8.332E-02  1.952E-06  r  3.7
  416  5.157E+08  4.377E+10  4.895E-01  2.841E+28  7.530E+06  2.545E+14  2.517E+03  8.094E-02  2.694E-06  r  3.7
  417  4.944E+08  4.827E+10  5.218E-01  2.841E+28  7.846E+06  2.953E+14  2.802E+03  7.857E-02  3.698E-06  r  3.6
  418  4.732E+08  5.312E+10  5.547E-01  2.840E+28  8.176E+06  3.416E+14  3.111E+03  7.622E-02  5.046E-06  r  3.5
  419  4.520E+08  5.834E+10  5.878E-01  2.840E+28  8.520E+06  3.940E+14  3.443E+03  7.387E-02  6.845E-06  r  3.5
  420  4.308E+08  6.392E+10  6.209E-01  2.840E+28  8.879E+06  4.529E+14  3.797E+03  7.154E-02  9.230E-06  r  3.4
  421  4.096E+08  6.987E+10  6.539E-01  2.840E+28  9.254E+06  5.189E+14  4.173E+03  6.923E-02  1.237E-05  r  3.3
  422  3.883E+08  7.618E+10  6.862E-01  2.840E+28  9.646E+06  5.923E+14  4.570E+03  6.695E-02  1.649E-05  r  3.2
  423  3.671E+08  8.284E+10  7.178E-01  2.839E+28  1.006E+07  6.736E+14  4.984E+03  6.469E-02  2.184E-05  r  3.1
  424  3.459E+08  8.986E+10  7.481E-01  2.839E+28  1.049E+07  7.633E+14  5.415E+03  6.247E-02  2.879E-05  r  3.0
  425  3.247E+08  9.719E+10  7.770E-01  2.839E+28  1.094E+07  8.618E+14  5.860E+03  6.029E-02  3.778E-05  r  2.9
  426  3.035E+08  1.048E+11  8.041E-01  2.838E+28  1.142E+07  9.698E+14  6.317E+03  5.816E-02  4.938E-05  r  2.8
  427  2.822E+08  1.128E+11  8.292E-01  2.837E+28  1.192E+07  1.088E+15  6.784E+03  5.608E-02  6.440E-05  r  2.7
  428  2.610E+08  1.210E+11  8.520E-01  2.836E+28  1.246E+07  1.217E+15  7.261E+03  5.406E-02  8.395E-05  r  2.5
  429  2.398E+08  1.294E+11  8.725E-01  2.835E+28  1.303E+07  1.360E+15  7.749E+03  5.209E-02  1.097E-04  c  2.4
  430  2.186E+08  1.381E+11  8.905E-01  2.834E+28  1.364E+07  1.519E+15  8.255E+03  5.022E-02  1.443E-04  c  2.3
  431  1.974E+08  1.470E+11  9.060E-01  2.833E+28  1.430E+07  1.700E+15  8.797E+03  4.846E-02  1.921E-04  c  2.2
  432  1.761E+08  1.562E+11  9.190E-01  2.831E+28  1.503E+07  1.912E+15  9.392E+03  4.679E-02  2.621E-04  c  2.1
  433  1.549E+08  1.657E+11  9.295E-01  2.830E+28  1.587E+07  2.170E+15  1.008E+04  4.519E-02  3.754E-04  c  2.1
  434  1.337E+08  1.756E+11  9.378E-01  2.828E+28  1.688E+07  2.506E+15  1.092E+04  4.363E-02  5.937E-04  c  2.1
  435  1.125E+08  1.860E+11  9.441E-01  2.825E+28  1.819E+07  2.986E+15  1.207E+04  4.212E-02  1.163E-03  c  2.2
  436  9.125E+07  1.974E+11  9.484E-01  2.821E+28  2.003E+07  3.778E+15  1.387E+04  4.063E-02  3.633E-03  c  2.3
  437  7.003E+07  2.107E+11  9.512E-01  2.806E+28  2.298E+07  5.435E+15  1.744E+04  3.921E-02  2.769E-02  r  2.7
  438  4.881E+07  2.291E+11  9.529E-01  2.564E+28  2.864E+07  1.133E+16  2.799E+04  3.766E-02  1.440E+00  r  3.2
  439  2.759E+07  5.717E+11  9.537E-01 -3.367E+29  7.481E+07  4.757E+17  3.048E+05  1.025E-01  4.108E-01  c -6.5
  440  6.366E+06  9.033E+11  9.540E-01 -1.589E+39  4.934E+08  5.749E+18  6.674E+02  3.400E-02  1.522E+11  c  1.1
  441 -1.485E+07  9.038E+11  9.541E-01 -1.601E+39  5.125E+08  5.749E+18  8.439E+02  3.400E-02  7.519E+10  c  0.0
  442 -1.698E+07  9.039E+11  9.541E-01 -1.601E+39  5.151E+08  5.749E+18  8.328E+01  3.400E-02  7.904E+09  c  0.0
  443 -1.910E+07  9.039E+11  9.541E-01 -1.601E+39  5.176E+08  5.749E+18  8.296E+01  3.400E-02  8.020E+09  c  0.0
  444 -2.122E+07  9.039E+11  9.541E-01 -1.602E+39  5.196E+08  5.749E+18  8.264E+01  3.400E-02  8.138E+09  c  0.0
  445 -2.334E+07  9.039E+11  9.541E-01 -1.602E+39  5.213E+08  5.749E+18  8.237E+01  3.400E-02  8.236E+09  c  0.0
  446 -2.546E+07  9.039E+11  9.541E-01 -1.602E+39  5.227E+08  5.749E+18  8.215E+01  3.400E-02  8.320E+09  c  0.0
  447 -2.759E+07  9.039E+11  9.541E-01 -1.602E+39  5.239E+08  5.749E+18  8.196E+01  3.400E-02  8.392E+09  c  0.0
  448 -2.971E+07  9.039E+11  9.541E-01 -1.602E+39  5.250E+08  5.749E+18  8.179E+01  3.400E-02  8.454E+09  c  0.0
  449 -3.183E+07  9.039E+11  9.541E-01 -1.602E+39  5.259E+08  5.749E+18  8.165E+01  3.400E-02  8.509E+09  c  0.0
  450 -3.395E+07  9.039E+11  9.541E-01 -1.602E+39  5.267E+08  5.749E+18  8.152E+01  3.400E-02  8.558E+09  c  0.0
  451 -3.608E+07  9.039E+11  9.541E-01 -1.602E+39  5.274E+08  5.749E+18  8.141E+01  3.400E-02  8.601E+09  c  0.0
  452 -3.820E+07  9.039E+11  9.541E-01 -1.602E+39  5.281E+08  5.749E+18  8.131E+01  3.400E-02  8.640E+09  c  0.0
  453 -4.032E+07  9.039E+11  9.541E-01 -1.602E+39  5.287E+08  5.749E+18  8.122E+01  3.400E-02  8.675E+09  c  0.0
  454 -4.244E+07  9.040E+11  9.541E-01 -1.602E+39  5.292E+08  5.749E+18  8.114E+01  3.400E-02  8.707E+09  c  0.0
  455 -4.456E+07  9.040E+11  9.541E-01 -1.602E+39  5.297E+08  5.749E+18  8.107E+01  3.400E-02  8.736E+09  c  0.0
  456 -4.669E+07  9.040E+11  9.541E-01 -1.602E+39  5.301E+08  5.749E+18  8.100E+01  3.400E-02  8.762E+09  c  0.0
  457 -4.881E+07  9.040E+11  9.541E-01 -1.602E+39  5.305E+08  5.749E+18  8.094E+01  3.400E-02  8.786E+09  c  0.0
  458 -5.093E+07  9.040E+11  9.541E-01 -1.602E+39  5.309E+08  5.749E+18  8.088E+01  3.400E-02  8.809E+09  c  0.0
  459 -5.305E+07  9.040E+11  9.541E-01 -1.602E+39  5.312E+08  5.749E+18  8.083E+01  3.400E-02  8.829E+09  c  0.0
  460 -5.517E+07  9.040E+11  9.541E-01 -1.602E+39  5.315E+08  5.749E+18  8.078E+01  3.400E-02  8.848E+09  c  0.0
  461 -5.730E+07  9.040E+11  9.541E-01 -1.602E+39  5.318E+08  5.749E+18  8.074E+01  3.400E-02  8.866E+09  c  0.0
  462 -5.942E+07  9.040E+11  9.541E-01 -1.602E+39  5.321E+08  5.749E+18  8.070E+01  3.400E-02  8.883E+09  c  0.0
  463 -6.154E+07  9.040E+11  9.541E-01 -1.602E+39  5.324E+08  5.749E+18  8.066E+01  3.400E-02  8.898E+09  c  0.0
  464 -6.366E+07  9.040E+11  9.541E-01 -1.602E+39  5.326E+08  5.749E+18  8.062E+01  3.400E-02  8.913E+09  c  0.0
  465 -6.578E+07  9.040E+11  9.541E-01 -1.602E+39  5.328E+08  5.749E+18  8.059E+01  3.400E-02  8.926E+09  c  0.0
  466 -6.791E+07  9.040E+11  9.541E-01 -1.602E+39  5.330E+08  5.749E+18  8.056E+01  3.400E-02  8.939E+09  c  0.0
  467 -7.003E+07  9.040E+11  9.541E-01 -1.603E+39  5.332E+08  5.749E+18  8.053E+01  3.400E-02  8.951E+09  c  0.0
  468 -7.215E+07  9.040E+11  9.541E-01 -1.603E+39  5.334E+08  5.749E+18  8.050E+01  3.400E-02  8.962E+09  c  0.0
  469 -7.427E+07  9.040E+11  9.541E-01 -1.603E+39  5.336E+08  5.749E+18  8.047E+01  3.400E-02  8.973E+09  c  0.0
  470 -7.639E+07  9.040E+11  9.541E-01 -1.603E+39  5.337E+08  5.749E+18  8.045E+01  3.400E-02  8.983E+09  c  0.0
  471 -7.852E+07  9.041E+11  9.541E-01 -1.603E+39  5.339E+08  5.749E+18  8.042E+01  3.400E-02  8.993E+09  c  0.0
  472 -8.064E+07  9.041E+11  9.541E-01 -1.603E+39  5.341E+08  5.749E+18  8.040E+01  3.400E-02  9.002E+09  c  0.0
  473 -8.276E+07  9.041E+11  9.541E-01 -1.603E+39  5.342E+08  5.749E+18  8.038E+01  3.400E-02  9.011E+09  c  0.0
  474 -8.488E+07  9.041E+11  9.541E-01 -1.603E+39  5.343E+08  5.749E+18  8.036E+01  3.400E-02  9.019E+09  c  0.0
  475 -8.700E+07  9.041E+11  9.541E-01 -1.604E+39  5.345E+08  5.749E+18  8.034E+01  3.400E-02  9.027E+09  c  0.0
  476 -8.913E+07  9.041E+11  9.541E-01 -1.604E+39  5.346E+08  5.749E+18  8.032E+01  3.400E-02  9.034E+09  c  0.0
  477 -9.125E+07  9.041E+11  9.541E-01 -1.604E+39  5.347E+08  5.749E+18  8.030E+01  3.400E-02  9.042E+09  c  0.0
  478 -9.337E+07  9.041E+11  9.541E-01 -1.604E+39  5.348E+08  5.749E+18  8.029E+01  3.400E-02  9.048E+09  c  0.0
  479 -9.549E+07  9.041E+11  9.541E-01 -1.604E+39  5.349E+08  5.749E+18  8.027E+01  3.400E-02  9.055E+09  c  0.0
  480 -9.761E+07  9.041E+11  9.541E-01 -1.604E+39  5.350E+08  5.749E+18  8.026E+01  3.400E-02  9.061E+09  c  0.0
  481 -9.974E+07  9.041E+11  9.541E-01 -1.605E+39  5.351E+08  5.749E+18  8.024E+01  3.400E-02  9.067E+09  c  0.0
  482 -1.019E+08  9.041E+11  9.541E-01 -1.605E+39  5.352E+08  5.749E+18  8.023E+01  3.400E-02  9.073E+09  c  0.0
  483 -1.040E+08  9.041E+11  9.541E-01 -1.605E+39  5.353E+08  5.749E+18  8.021E+01  3.400E-02  9.079E+09  c  0.0
  484 -1.061E+08  9.041E+11  9.542E-01 -1.605E+39  5.354E+08  5.749E+18  8.020E+01  3.400E-02  9.084E+09  c  0.0
  485 -1.082E+08  9.041E+11  9.542E-01 -1.606E+39  5.355E+08  5.749E+18  8.019E+01  3.400E-02  9.089E+09  c  0.0
  486 -1.103E+08  9.041E+11  9.542E-01 -1.606E+39  5.356E+08  5.749E+18  8.018E+01  3.400E-02  9.094E+09  c  0.0
  487 -1.125E+08  9.041E+11  9.542E-01 -1.606E+39  5.356E+08  5.749E+18  8.017E+01  3.400E-02  9.099E+09  c  0.0
  488 -1.146E+08  9.041E+11  9.542E-01 -1.606E+39  5.357E+08  5.749E+18  8.015E+01  3.400E-02  9.103E+09  c  0.0
  489 -1.167E+08  9.042E+11  9.542E-01 -1.607E+39  5.358E+08  5.749E+18  8.014E+01  3.400E-02  9.108E+09  c  0.0
  490 -1.188E+08  9.042E+11  9.542E-01 -1.607E+39  5.358E+08  5.749E+18  8.013E+01  3.400E-02  9.112E+09  c  0.0
  491 -1.210E+08  9.042E+11  9.542E-01 -1.607E+39  5.359E+08  5.749E+18  8.012E+01  3.400E-02  9.116E+09  c  0.0
  492 -1.231E+08  9.042E+11  9.542E-01 -1.607E+39  5.360E+08  5.749E+18  8.011E+01  3.400E-02  9.120E+09  c  0.0
  493 -1.252E+08  9.042E+11  9.542E-01 -1.608E+39  5.360E+08  5.749E+18  8.010E+01  3.400E-02  9.124E+09  c  0.0
  494 -1.273E+08  9.042E+11  9.542E-01 -1.608E+39  5.361E+08  5.749E+18  8.009E+01  3.400E-02  9.128E+09  c  0.0
  495 -1.294E+08  9.042E+11  9.542E-01 -1.608E+39  5.362E+08  5.749E+18  8.009E+01  3.400E-02  9.131E+09  c  0.0
  496 -1.316E+08  9.042E+11  9.542E-01 -1.609E+39  5.362E+08  5.749E+18  8.008E+01  3.400E-02  9.135E+09  c  0.0
  497 -1.337E+08  9.042E+11  9.542E-01 -1.609E+39  5.363E+08  5.749E+18  8.007E+01  3.400E-02  9.138E+09  c  0.0
  498 -1.358E+08  9.042E+11  9.542E-01 -1.609E+39  5.363E+08  5.749E+18  8.006E+01  3.400E-02  9.141E+09  c  0.0
  499 -1.379E+08  9.042E+11  9.542E-01 -1.610E+39  5.364E+08  5.749E+18  8.005E+01  3.400E-02  9.144E+09  c  0.0
  500 -1.401E+08  9.042E+11  9.543E-01 -1.610E+39  5.364E+08  5.749E+18  8.005E+01  3.400E-02  9.147E+09  c  0.0
  501 -1.422E+08  9.042E+11  9.543E-01 -1.611E+39  5.365E+08  5.749E+18  8.004E+01  3.400E-02  9.150E+09  c  0.0
  502 -1.443E+08  9.042E+11  9.543E-01 -1.611E+39  5.365E+08  5.749E+18  8.003E+01  3.400E-02  9.153E+09  c  0.0
  503 -1.464E+08  9.042E+11  9.543E-01 -1.611E+39  5.366E+08  5.749E+18  8.003E+01  3.400E-02  9.156E+09  c  0.0
  504 -1.485E+08  9.042E+11  9.543E-01 -1.612E+39  5.366E+08  5.749E+18  8.002E+01  3.400E-02  9.159E+09  c  0.0
  505 -1.507E+08  9.042E+11  9.543E-01 -1.612E+39  5.367E+08  5.749E+18  8.001E+01  3.400E-02  9.162E+09  c  0.0
  506 -1.528E+08  9.043E+11  9.543E-01 -1.613E+39  5.367E+08  5.749E+18  8.001E+01  3.400E-02  9.164E+09  c  0.0
  507 -1.549E+08  9.043E+11  9.543E-01 -1.613E+39  5.367E+08  5.749E+18  8.000E+01  3.400E-02  9.167E+09  c  0.0
  508 -1.570E+08  9.043E+11  9.543E-01 -1.614E+39  5.368E+08  5.749E+18  7.999E+01  3.400E-02  9.169E+09  c  0.0
  509 -1.592E+08  9.043E+11  9.543E-01 -1.614E+39  5.368E+08  5.749E+18  7.999E+01  3.400E-02  9.171E+09  c  0.0
  510 -1.613E+08  9.043E+11  9.544E-01 -1.615E+39  5.369E+08  5.749E+18  7.998E+01  3.400E-02  9.174E+09  c  0.0
  511 -1.634E+08  9.043E+11  9.544E-01 -1.615E+39  5.369E+08  5.749E+18  7.998E+01  3.400E-02  9.176E+09  c  0.0
  512 -1.655E+08  9.043E+11  9.544E-01 -1.616E+39  5.369E+08  5.749E+18  7.997E+01  3.400E-02  9.178E+09  c  0.0
  513 -1.676E+08  9.043E+11  9.544E-01 -1.616E+39  5.370E+08  5.749E+18  7.997E+01  3.400E-02  9.180E+09  c  0.0
  514 -1.698E+08  9.043E+11  9.544E-01 -1.617E+39  5.370E+08  5.749E+18  7.996E+01  3.400E-02  9.182E+09  c  0.0
  515 -1.719E+08  9.043E+11  9.544E-01 -1.618E+39  5.370E+08  5.749E+18  7.996E+01  3.400E-02  9.185E+09  c  0.0
  516 -1.740E+08  9.043E+11  9.544E-01 -1.618E+39  5.371E+08  5.749E+18  7.995E+01  3.400E-02  9.187E+09  c  0.0
  517 -1.761E+08  9.043E+11  9.544E-01 -1.619E+39  5.371E+08  5.749E+18  7.995E+01  3.400E-02  9.188E+09  c  0.0
  518 -1.783E+08  9.043E+11  9.545E-01 -1.619E+39  5.371E+08  5.749E+18  7.994E+01  3.400E-02  9.190E+09  c  0.0
  519 -1.804E+08  9.043E+11  9.545E-01 -1.620E+39  5.372E+08  5.749E+18  7.994E+01  3.400E-02  9.192E+09  c  0.0
  520 -1.825E+08  9.043E+11  9.545E-01 -1.621E+39  5.372E+08  5.749E+18  7.993E+01  3.400E-02  9.194E+09  c  0.0
  521 -1.846E+08  9.043E+11  9.545E-01 -1.621E+39  5.372E+08  5.749E+18  7.993E+01  3.400E-02  9.196E+09  c  0.0
  522 -1.867E+08  9.043E+11  9.545E-01 -1.622E+39  5.372E+08  5.749E+18  7.993E+01  3.400E-02  9.198E+09  c  0.0
  523 -1.889E+08  9.044E+11  9.545E-01 -1.623E+39  5.373E+08  5.749E+18  7.992E+01  3.400E-02  9.199E+09  c  0.0
  524 -1.910E+08  9.044E+11  9.545E-01 -1.624E+39  5.373E+08  5.749E+18  7.992E+01  3.400E-02  9.201E+09  c  0.0
  525 -1.931E+08  9.044E+11  9.546E-01 -1.624E+39  5.373E+08  5.749E+18  7.991E+01  3.400E-02  9.202E+09  c  0.0
  526 -1.952E+08  9.044E+11  9.546E-01 -1.625E+39  5.373E+08  5.749E+18  7.991E+01  3.400E-02  9.204E+09  c  0.0
  527 -1.974E+08  9.044E+11  9.546E-01 -1.626E+39  5.374E+08  5.749E+18  7.991E+01  3.400E-02  9.206E+09  c  0.0
  528 -1.995E+08  9.044E+11  9.546E-01 -1.627E+39  5.374E+08  5.749E+18  7.990E+01  3.400E-02  9.207E+09  c  0.0
  529 -2.016E+08  9.044E+11  9.546E-01 -1.627E+39  5.374E+08  5.749E+18  7.990E+01  3.400E-02  9.209E+09  c  0.0
  530 -2.037E+08  9.044E+11  9.546E-01 -1.628E+39  5.374E+08  5.749E+18  7.990E+01  3.400E-02  9.210E+09  c  0.0
  531 -2.058E+08  9.044E+11  9.547E-01 -1.629E+39  5.375E+08  5.749E+18  7.989E+01  3.400E-02  9.211E+09  c  0.0
  532 -2.080E+08  9.044E+11  9.547E-01 -1.630E+39  5.375E+08  5.749E+18  7.989E+01  3.400E-02  9.213E+09  c  0.0
  533 -2.101E+08  9.044E+11  9.547E-01 -1.631E+39  5.375E+08  5.749E+18  7.989E+01  3.400E-02  9.214E+09  c  0.0
  534 -2.122E+08  9.044E+11  9.547E-01 -1.632E+39  5.375E+08  5.749E+18  7.988E+01  3.400E-02  9.216E+09  c  0.0
  535 -2.143E+08  9.044E+11  9.547E-01 -1.633E+39  5.375E+08  5.749E+18  7.988E+01  3.400E-02  9.217E+09  c  0.0
  536 -2.164E+08  9.044E+11  9.548E-01 -1.634E+39  5.376E+08  5.749E+18  7.988E+01  3.400E-02  9.218E+09  c  0.0
  537 -2.186E+08  9.044E+11  9.548E-01 -1.634E+39  5.376E+08  5.749E+18  7.987E+01  3.400E-02  9.219E+09  c  0.0
  538 -2.207E+08  9.044E+11  9.548E-01 -1.635E+39  5.376E+08  5.749E+18  7.987E+01  3.400E-02  9.221E+09  c  0.0
  539 -2.228E+08  9.044E+11  9.548E-01 -1.636E+39  5.376E+08  5.749E+18  7.987E+01  3.400E-02  9.222E+09  c  0.0
  540 -2.249E+08  9.044E+11  9.548E-01 -1.637E+39  5.376E+08  5.749E+18  7.986E+01  3.400E-02  9.223E+09  c  0.0
  541 -2.271E+08  9.045E+11  9.549E-01 -1.638E+39  5.377E+08  5.749E+18  7.986E+01  3.400E-02  9.224E+09  c  0.0
  542 -2.292E+08  9.045E+11  9.549E-01 -1.639E+39  5.377E+08  5.749E+18  7.986E+01  3.400E-02  9.225E+09  c  0.0
  543 -2.313E+08  9.045E+11  9.549E-01 -1.641E+39  5.377E+08  5.749E+18  7.986E+01  3.400E-02  9.226E+09  c  0.0
  544 -2.334E+08  9.045E+11  9.549E-01 -1.642E+39  5.377E+08  5.749E+18  7.985E+01  3.400E-02  9.228E+09  c  0.0
  545 -2.355E+08  9.045E+11  9.549E-01 -1.643E+39  5.377E+08  5.749E+18  7.985E+01  3.400E-02  9.229E+09  c  0.0
  546 -2.377E+08  9.045E+11  9.550E-01 -1.644E+39  5.378E+08  5.749E+18  7.985E+01  3.400E-02  9.230E+09  c  0.0
  547 -2.398E+08  9.045E+11  9.550E-01 -1.645E+39  5.378E+08  5.749E+18  7.985E+01  3.400E-02  9.231E+09  c  0.0
  548 -2.419E+08  9.045E+11  9.550E-01 -1.646E+39  5.378E+08  5.749E+18  7.984E+01  3.400E-02  9.232E+09  c  0.0
  549 -2.440E+08  9.045E+11  9.550E-01 -1.647E+39  5.378E+08  5.749E+18  7.984E+01  3.400E-02  9.233E+09  c  0.0
  550 -2.462E+08  9.045E+11  9.551E-01 -1.649E+39  5.378E+08  5.749E+18  7.984E+01  3.400E-02  9.234E+09  c  0.0
  551 -2.483E+08  9.045E+11  9.551E-01 -1.650E+39  5.378E+08  5.749E+18  7.984E+01  3.400E-02  9.235E+09  c  0.0
  552 -2.504E+08  9.045E+11  9.551E-01 -1.651E+39  5.379E+08  5.749E+18  7.983E+01  3.400E-02  9.236E+09  c  0.0
  553 -2.525E+08  9.045E+11  9.551E-01 -1.652E+39  5.379E+08  5.749E+18  7.983E+01  3.400E-02  9.237E+09  c  0.0
  554 -2.546E+08  9.045E+11  9.552E-01 -1.654E+39  5.379E+08  5.749E+18  7.983E+01  3.400E-02  9.238E+09  c  0.0
  555 -2.568E+08  9.045E+11  9.552E-01 -1.655E+39  5.379E+08  5.749E+18  7.983E+01  3.400E-02  9.238E+09  c  0.0
  556 -2.589E+08  9.045E+11  9.552E-01 -1.656E+39  5.379E+08  5.749E+18  7.983E+01  3.400E-02  9.239E+09  c  0.0
  557 -2.610E+08  9.045E+11  9.553E-01 -1.658E+39  5.379E+08  5.749E+18  7.982E+01  3.400E-02  9.240E+09  c  0.0
  558 -2.631E+08  9.046E+11  9.553E-01 -1.659E+39  5.379E+08  5.749E+18  7.982E+01  3.400E-02  9.241E+09  c  0.0
  559 -2.653E+08  9.046E+11  9.553E-01 -1.660E+39  5.380E+08  5.749E+18  7.982E+01  3.400E-02  9.242E+09  c  0.0
  560 -2.674E+08  9.046E+11  9.553E-01 -1.662E+39  5.380E+08  5.749E+18  7.982E+01  3.400E-02  9.243E+09  c  0.0
  561 -2.695E+08  9.046E+11  9.554E-01 -1.663E+39  5.380E+08  5.749E+18  7.981E+01  3.400E-02  9.244E+09  c  0.0
  562 -2.716E+08  9.046E+11  9.554E-01 -1.665E+39  5.380E+08  5.749E+18  7.981E+01  3.400E-02  9.244E+09  c  0.0
  563 -2.737E+08  9.046E+11  9.554E-01 -1.666E+39  5.380E+08  5.749E+18  7.981E+01  3.400E-02  9.245E+09  c  0.0
  564 -2.759E+08  9.046E+11  9.555E-01 -1.668E+39  5.380E+08  5.749E+18  7.981E+01  3.400E-02  9.246E+09  c  0.0
  565 -2.780E+08  9.046E+11  9.555E-01 -1.669E+39  5.380E+08  5.749E+18  7.981E+01  3.400E-02  9.247E+09  c  0.0
  566 -2.801E+08  9.046E+11  9.555E-01 -1.671E+39  5.380E+08  5.749E+18  7.981E+01  3.400E-02  9.248E+09  c  0.0
  567 -2.822E+08  9.046E+11  9.556E-01 -1.672E+39  5.381E+08  5.749E+18  7.980E+01  3.400E-02  9.248E+09  c  0.0
  568 -2.844E+08  9.046E+11  9.556E-01 -1.674E+39  5.381E+08  5.749E+18  7.980E+01  3.400E-02  9.249E+09  c  0.0
  569 -2.865E+08  9.046E+11  9.556E-01 -1.675E+39  5.381E+08  5.749E+18  7.980E+01  3.400E-02  9.250E+09  c  0.0
  570 -2.886E+08  9.046E+11  9.557E-01 -1.677E+39  5.381E+08  5.749E+18  7.980E+01  3.400E-02  9.250E+09  c  0.0
  571 -2.907E+08  9.046E+11  9.557E-01 -1.679E+39  5.381E+08  5.749E+18  7.980E+01  3.400E-02  9.251E+09  c  0.0
  572 -2.928E+08  9.046E+11  9.557E-01 -1.681E+39  5.381E+08  5.749E+18  7.980E+01  3.400E-02  9.252E+09  c  0.0
  573 -2.950E+08  9.046E+11  9.558E-01 -1.682E+39  5.381E+08  5.749E+18  7.979E+01  3.400E-02  9.252E+09  c  0.0
  574 -2.971E+08  9.046E+11  9.558E-01 -1.684E+39  5.381E+08  5.749E+18  7.979E+01  3.400E-02  9.253E+09  c  0.0
  575 -2.992E+08  9.047E+11  9.559E-01 -1.686E+39  5.381E+08  5.749E+18  7.979E+01  3.400E-02  9.254E+09  c  0.0
  576 -3.013E+08  9.047E+11  9.559E-01 -1.688E+39  5.382E+08  5.749E+18  7.979E+01  3.400E-02  9.254E+09  c  0.0
  577 -3.035E+08  9.047E+11  9.559E-01 -1.689E+39  5.382E+08  5.749E+18  7.979E+01  3.400E-02  9.255E+09  c  0.0
  578 -3.056E+08  9.047E+11  9.560E-01 -1.691E+39  5.382E+08  5.749E+18  7.979E+01  3.400E-02  9.256E+09  c  0.0
  579 -3.077E+08  9.047E+11  9.560E-01 -1.693E+39  5.382E+08  5.749E+18  7.978E+01  3.400E-02  9.256E+09  c  0.0
  580 -3.098E+08  9.047E+11  9.560E-01 -1.695E+39  5.382E+08  5.749E+18  7.978E+01  3.400E-02  9.257E+09  c  0.0
  581 -3.119E+08  9.047E+11  9.561E-01 -1.697E+39  5.382E+08  5.749E+18  7.978E+01  3.400E-02  9.258E+09  c  0.0
  582 -3.141E+08  9.047E+11  9.561E-01 -1.699E+39  5.382E+08  5.749E+18  7.978E+01  3.400E-02  9.258E+09  c  0.0
  583 -3.162E+08  9.047E+11  9.562E-01 -1.701E+39  5.382E+08  5.749E+18  7.978E+01  3.400E-02  9.259E+09  c  0.0
  584 -3.183E+08  9.047E+11  9.562E-01 -1.703E+39  5.382E+08  5.749E+18  7.978E+01  3.400E-02  9.259E+09  c  0.0
  585 -3.204E+08  9.047E+11  9.563E-01 -1.705E+39  5.382E+08  5.749E+18  7.978E+01  3.400E-02  9.260E+09  c  0.0
  586 -3.226E+08  9.047E+11  9.563E-01 -1.707E+39  5.383E+08  5.749E+18  7.977E+01  3.400E-02  9.260E+09  c  0.0
  587 -3.247E+08  9.047E+11  9.563E-01 -1.709E+39  5.383E+08  5.749E+18  7.977E+01  3.400E-02  9.261E+09  c  0.0
  588 -3.268E+08  9.047E+11  9.564E-01 -1.711E+39  5.383E+08  5.749E+18  7.977E+01  3.400E-02  9.262E+09  c  0.0
  589 -3.289E+08  9.047E+11  9.564E-01 -1.713E+39  5.383E+08  5.749E+18  7.977E+01  3.400E-02  9.262E+09  c  0.0
  590 -3.310E+08  9.047E+11  9.565E-01 -1.716E+39  5.383E+08  5.749E+18  7.977E+01  3.400E-02  9.263E+09  c  0.0
  591 -3.332E+08  9.047E+11  9.565E-01 -1.718E+39  5.383E+08  5.749E+18  7.977E+01  3.400E-02  9.263E+09  c  0.0
  592 -3.353E+08  9.047E+11  9.566E-01 -1.720E+39  5.383E+08  5.749E+18  7.977E+01  3.400E-02  9.264E+09  c  0.0
  593 -3.374E+08  9.048E+11  9.566E-01 -1.722E+39  5.383E+08  5.749E+18  7.977E+01  3.400E-02  9.264E+09  c  0.0
  594 -3.395E+08  9.048E+11  9.567E-01 -1.725E+39  5.383E+08  5.749E+18  7.976E+01  3.400E-02  9.265E+09  c  0.0
  595 -3.417E+08  9.048E+11  9.567E-01 -1.727E+39  5.383E+08  5.749E+18  7.976E+01  3.400E-02  9.265E+09  c  0.0
  596 -3.438E+08  9.048E+11  9.568E-01 -1.729E+39  5.383E+08  5.749E+18  7.976E+01  3.400E-02  9.266E+09  c  0.0
  597 -3.459E+08  9.048E+11  9.568E-01 -1.732E+39  5.383E+08  5.749E+18  7.976E+01  3.400E-02  9.266E+09  c  0.0
  598 -3.480E+08  9.048E+11  9.569E-01 -1.734E+39  5.384E+08  5.749E+18  7.976E+01  3.400E-02  9.267E+09  c  0.0
  599 -3.501E+08  9.048E+11  9.569E-01 -1.736E+39  5.384E+08  5.749E+18  7.976E+01  3.400E-02  9.267E+09  c  0.0
  600 -3.523E+08  9.048E+11  9.570E-01 -1.739E+39  5.384E+08  5.749E+18  7.976E+01  3.400E-02  9.268E+09  c  0.0
