170,4.49E+11,4.84E+01,1.55E-05,3.46E+31,9.50E+03,9.50E-01,7.47E-09,3.17E-01,9.67E-78,r,4.6
171,4.48E+11,4.97E+01,1.59E-05,3.46E+31,9.57E+03,9.81E-01,7.66E-09,3.16E-01,1.44E-77,r,4.6
172,4.48E+11,5.10E+01,1.64E-05,3.46E+31,9.64E+03,1.01E+00,7.86E-09,3.15E-01,2.14E-77,r,4.6
173,4.47E+11,5.24E+01,1.69E-05,3.46E+31,9.70E+03,1.05E+00,8.06E-09,3.14E-01,3.16E-77,r,4.6
174,4.47E+11,5.37E+01,1.73E-05,3.46E+31,9.77E+03,1.08E+00,8.26E-09,3.12E-01,4.67E-77,r,4.6
175,4.46E+11,5.51E+01,1.78E-05,3.46E+31,9.84E+03,1.12E+00,8.47E-09,3.11E-01,6.87E-77,r,4.6
176,4.46E+11,5.66E+01,1.83E-05,3.46E+31,9.91E+03,1.15E+00,8.68E-09,3.10E-01,1.01E-76,r,4.6
177,4.45E+11,5.81E+01,1.88E-05,3.46E+31,9.98E+03,1.19E+00,8.90E-09,3.09E-01,1.48E-76,r,4.6
178,4.45E+11,5.96E+01,1.94E-05,3.46E+31,1.01E+04,1.23E+00,9.12E-09,3.07E-01,2.16E-76,r,4.6
179,4.44E+11,6.11E+01,1.99E-05,3.46E+31,1.01E+04,1.27E+00,9.35E-09,3.06E-01,3.15E-76,r,4.6
180,4.44E+11,6.26E+01,2.05E-05,3.46E+31,1.02E+04,1.31E+00,9.58E-09,3.05E-01,4.57E-76,r,4.6
181,4.43E+11,6.42E+01,2.10E-05,3.46E+31,1.03E+04,1.35E+00,9.81E-09,3.04E-01,6.64E-76,r,4.6
182,4.43E+11,6.59E+01,2.16E-05,3.46E+31,1.03E+04,1.39E+00,1.01E-08,3.03E-01,9.60E-76,r,4.6
183,4.42E+11,6.75E+01,2.22E-05,3.46E+31,1.04E+04,1.43E+00,1.03E-08,3.02E-01,1.39E-75,r,4.6
184,4.41E+11,6.92E+01,2.28E-05,3.46E+31,1.05E+04,1.48E+00,1.05E-08,3.00E-01,2.00E-75,r,4.6
185,4.41E+11,7.10E+01,2.34E-05,3.46E+31,1.05E+04,1.52E+00,1.08E-08,2.99E-01,2.87E-75,r,4.6
186,4.40E+11,7.27E+01,2.40E-05,3.46E+31,1.06E+04,1.57E+00,1.11E-08,2.98E-01,4.11E-75,r,4.6
187,4.40E+11,7.45E+01,2.46E-05,3.46E+31,1.07E+04,1.62E+00,1.13E-08,2.97E-01,5.88E-75,r,4.6
188,4.39E+11,7.63E+01,2.53E-05,3.46E+31,1.07E+04,1.67E+00,1.16E-08,2.96E-01,8.39E-75,r,4.6
189,4.39E+11,7.82E+01,2.59E-05,3.46E+31,1.08E+04,1.72E+00,1.19E-08,2.95E-01,1.20E-74,r,4.6
190,4.38E+11,8.01E+01,2.66E-05,3.46E+31,1.09E+04,1.77E+00,1.22E-08,2.94E-01,1.70E-74,r,4.6
191,4.38E+11,8.21E+01,2.73E-05,3.46E+31,1.10E+04,1.82E+00,1.24E-08,2.93E-01,2.41E-74,r,4.6
192,4.37E+11,8.41E+01,2.80E-05,3.46E+31,1.10E+04,1.88E+00,1.27E-08,2.92E-01,3.41E-74,r,4.6
193,4.37E+11,8.61E+01,2.87E-05,3.46E+31,1.11E+04,1.94E+00,1.30E-08,2.91E-01,4.81E-74,r,4.6
194,4.36E+11,8.81E+01,2.95E-05,3.46E+31,1.12E+04,1.99E+00,1.33E-08,2.90E-01,6.78E-74,r,4.6
195,4.36E+11,9.03E+01,3.02E-05,3.46E+31,1.12E+04,2.05E+00,1.36E-08,2.88E-01,9.54E-74,r,4.6
196,4.35E+11,9.24E+01,3.10E-05,3.46E+31,1.13E+04,2.11E+00,1.39E-08,2.87E-01,1.34E-73,r,4.6
197,4.34E+11,9.46E+01,3.18E-05,3.46E+31,1.14E+04,2.17E+00,1.43E-08,2.86E-01,1.88E-73,r,4.6
