 zone      r         tau     1-M_r/Ms      L_r         T          P         rho        kap        eps    dlnPdlnT
  866  7.294E+10  6.971E+04  6.069E-03  3.455E+31  1.325E+05  1.745E+05  5.457E-05  6.883E-02  4.014E-34  r  4.3
  867  7.240E+10  7.178E+04  6.154E-03  3.455E+31  1.340E+05  1.833E+05  5.685E-05  6.858E-02  5.344E-34  r  4.3
  868  7.186E+10  7.393E+04  6.241E-03  3.455E+31  1.356E+05  1.927E+05  5.924E-05  6.832E-02  7.121E-34  r  4.3
  869  7.132E+10  7.615E+04  6.331E-03  3.455E+31  1.371E+05  2.026E+05  6.175E-05  6.807E-02  9.497E-34  r  4.3
  870  7.078E+10  7.847E+04  6.423E-03  3.455E+31  1.388E+05  2.131E+05  6.437E-05  6.782E-02  1.268E-33  r  4.3
  871  7.024E+10  8.087E+04  6.518E-03  3.455E+31  1.404E+05  2.242E+05  6.713E-05  6.756E-02  1.693E-33  r  4.3
  872  6.970E+10  8.337E+04  6.615E-03  3.455E+31  1.421E+05  2.360E+05  7.002E-05  6.731E-02  2.264E-33  r  4.3
  873  6.916E+10  8.597E+04  6.715E-03  3.455E+31  1.438E+05  2.484E+05  7.305E-05  6.705E-02  3.030E-33  r  4.3
  874  6.862E+10  8.867E+04  6.818E-03  3.455E+31  1.455E+05  2.616E+05  7.624E-05  6.680E-02  4.059E-33  r  4.3
  875  6.808E+10  9.147E+04  6.923E-03  3.455E+31  1.473E+05  2.756E+05  7.958E-05  6.654E-02  5.441E-33  r  4.3
  876  6.753E+10  9.439E+04  7.031E-03  3.455E+31  1.491E+05  2.905E+05  8.310E-05  6.629E-02  7.301E-33  r  4.3
  877  6.699E+10  9.743E+04  7.143E-03  3.455E+31  1.509E+05  3.062E+05  8.679E-05  6.603E-02  9.807E-33  r  4.3
  878  6.645E+10  1.006E+05  7.257E-03  3.455E+31  1.528E+05  3.229E+05  9.067E-05  6.577E-02  1.318E-32  r  4.3
  879  6.591E+10  1.039E+05  7.375E-03  3.455E+31  1.547E+05  3.407E+05  9.475E-05  6.552E-02  1.774E-32  r  4.3
  880  6.537E+10  1.073E+05  7.495E-03  3.455E+31  1.566E+05  3.596E+05  9.904E-05  6.526E-02  2.389E-32  r  4.3
  881  6.483E+10  1.109E+05  7.620E-03  3.455E+31  1.586E+05  3.796E+05  1.036E-04  6.500E-02  3.221E-32  r  4.3
  882  6.429E+10  1.146E+05  7.747E-03  3.455E+31  1.607E+05  4.010E+05  1.083E-04  6.474E-02  4.347E-32  r  4.3
  883  6.375E+10  1.184E+05  7.879E-03  3.455E+31  1.627E+05  4.237E+05  1.133E-04  6.448E-02  5.872E-32  r  4.3
  884  6.321E+10  1.225E+05  8.014E-03  3.455E+31  1.648E+05  4.478E+05  1.186E-04  6.423E-02  7.940E-32  r  4.3
  885  6.267E+10  1.267E+05  8.153E-03  3.455E+31  1.670E+05  4.735E+05  1.241E-04  6.397E-02  1.075E-31  r  4.3
  886  6.213E+10  1.311E+05  8.296E-03  3.455E+31  1.692E+05  5.009E+05  1.300E-04  6.371E-02  1.456E-31  r  4.3
  887  6.159E+10  1.356E+05  8.443E-03  3.455E+31  1.714E+05  5.301E+05  1.361E-04  6.345E-02  1.975E-31  r  4.3
  888  6.105E+10  1.404E+05  8.595E-03  3.455E+31  1.737E+05  5.612E+05  1.426E-04  6.319E-02  2.681E-31  r  4.3
  889  6.051E+10  1.454E+05  8.750E-03  3.455E+31  1.760E+05  5.944E+05  1.495E-04  6.293E-02  3.644E-31  r  4.3
  890  5.997E+10  1.506E+05  8.911E-03  3.455E+31  1.784E+05  6.298E+05  1.567E-04  6.266E-02  4.957E-31  r  4.3
  891  5.943E+10  1.560E+05  9.076E-03  3.455E+31  1.808E+05  6.676E+05  1.644E-04  6.240E-02  6.752E-31  r  4.3
  892  5.889E+10  1.617E+05  9.247E-03  3.455E+31  1.833E+05  7.080E+05  1.724E-04  6.214E-02  9.205E-31  r  4.3
  893  5.835E+10  1.676E+05  9.422E-03  3.455E+31  1.858E+05  7.512E+05  1.810E-04  6.188E-02  1.256E-30  r  4.3
  894  5.781E+10  1.738E+05  9.602E-03  3.455E+31  1.884E+05  7.973E+05  1.900E-04  6.162E-02  1.717E-30  r  4.3
  895  5.727E+10  1.802E+05  9.789E-03  3.455E+31  1.911E+05  8.467E+05  1.995E-04  6.135E-02  2.349E-30  r  4.3
  896  5.673E+10  1.870E+05  9.980E-03  3.455E+31  1.938E+05  8.995E+05  2.096E-04  6.109E-02  3.217E-30  r  4.3
  897  5.619E+10  1.941E+05  1.018E-02  3.455E+31  1.966E+05  9.561E+05  2.202E-04  6.083E-02  4.410E-30  r  4.3
  898  5.079E+10  2.913E+05  1.223E-02  3.455E+31  2.334E+05  2.008E+06  4.002E-04  5.644E-02  2.419E-28  r  3.9
  899  4.538E+10  4.638E+05  1.525E-02  3.455E+31  2.832E+05  4.617E+06  7.736E-04  5.336E-02  1.247E-26  r  3.9
  900  3.998E+10  7.930E+05  1.986E-02  3.455E+31  3.505E+05  1.151E+07  1.602E-03  5.030E-02  7.893E-25  r  3.8
  901  3.458E+10  1.468E+06  2.711E-02  3.455E+31  4.452E+05  3.189E+07  3.577E-03  4.730E-02  6.094E-23  r  3.7
  902  2.917E+10  2.983E+06  3.886E-02  3.455E+31  5.859E+05  1.019E+08  8.829E-03  4.436E-02  6.221E-21  r  3.5
  903  2.377E+10  6.858E+06  5.857E-02  3.455E+31  8.113E+05  3.987E+08  2.511E-02  4.154E-02  9.395E-19  r  3.4
  904  1.837E+10  1.898E+07  9.298E-02  3.455E+31  1.219E+06  2.152E+09  8.854E-02  3.890E-02  2.560E-16  r  3.1
  905  1.297E+10  7.342E+07  1.547E-01  3.455E+31  2.142E+06  2.134E+10  4.562E-01  3.663E-02  1.830E-13  r  2.8
  906  7.564E+09  6.855E+08  2.503E-01  3.455E+31  1.063E+07  1.559E+12  5.989E+00  3.504E-02  9.182E-10  c  2.2
  907  2.161E+09  1.252E+09  2.640E-01  3.355E+31  4.336E+08  2.898E+12  1.804E-04  3.400E-02  4.610E+04  c  0.0
  908 -3.242E+09  1.252E+09  2.640E-01  7.446E+30  4.404E+08  2.898E+12  4.932E-04  3.400E-02  2.078E+04  c  0.0
  909 -3.782E+09  1.252E+09  2.640E-01  6.569E+30  4.414E+08  2.898E+12  4.901E-05  3.400E-02  2.134E+03  c  0.0
  910 -4.322E+09  1.252E+09  2.640E-01  6.554E+30  4.422E+08  2.898E+12  4.894E-05  3.400E-02  2.149E+03  c  0.0
  911 -4.863E+09  1.252E+09  2.640E-01  6.535E+30  4.429E+08  2.898E+12  4.886E-05  3.400E-02  2.163E+03  c  0.0
  912 -5.403E+09  1.252E+09  2.640E-01  6.512E+30  4.435E+08  2.898E+12  4.880E-05  3.400E-02  2.175E+03  c  0.0
  913 -5.943E+09  1.252E+09  2.640E-01  6.484E+30  4.440E+08  2.898E+12  4.874E-05  3.400E-02  2.185E+03  c  0.0
  914 -6.483E+09  1.252E+09  2.640E-01  6.451E+30  4.444E+08  2.898E+12  4.870E-05  3.400E-02  2.194E+03  c  0.0
  915 -7.024E+09  1.252E+09  2.640E-01  6.412E+30  4.447E+08  2.898E+12  4.866E-05  3.400E-02  2.201E+03  c  0.0
  916 -7.564E+09  1.252E+09  2.640E-01  6.368E+30  4.450E+08  2.898E+12  4.863E-05  3.400E-02  2.207E+03  c  0.0
  917 -8.104E+09  1.252E+09  2.640E-01  6.317E+30  4.453E+08  2.898E+12  4.860E-05  3.400E-02  2.213E+03  c  0.0
  918 -8.644E+09  1.252E+09  2.640E-01  6.259E+30  4.455E+08  2.898E+12  4.858E-05  3.400E-02  2.218E+03  c  0.0
  919 -9.185E+09  1.252E+09  2.640E-01  6.193E+30  4.457E+08  2.898E+12  4.855E-05  3.400E-02  2.222E+03  c  0.0
  920 -9.725E+09  1.252E+09  2.640E-01  6.120E+30  4.459E+08  2.898E+12  4.853E-05  3.400E-02  2.226E+03  c  0.0
  921 -1.027E+10  1.252E+09  2.641E-01  6.038E+30  4.461E+08  2.898E+12  4.852E-05  3.400E-02  2.230E+03  c  0.0
  922 -1.081E+10  1.252E+09  2.641E-01  5.948E+30  4.462E+08  2.898E+12  4.850E-05  3.400E-02  2.233E+03  c  0.0
  923 -1.135E+10  1.252E+09  2.641E-01  5.849E+30  4.464E+08  2.898E+12  4.849E-05  3.400E-02  2.236E+03  c  0.0
  924 -1.189E+10  1.252E+09  2.641E-01  5.740E+30  4.465E+08  2.898E+12  4.847E-05  3.400E-02  2.238E+03  c  0.0
  925 -1.243E+10  1.252E+09  2.641E-01  5.621E+30  4.466E+08  2.898E+12  4.846E-05  3.400E-02  2.241E+03  c  0.0
  926 -1.297E+10  1.252E+09  2.641E-01  5.492E+30  4.467E+08  2.898E+12  4.845E-05  3.400E-02  2.243E+03  c  0.0
  927 -1.351E+10  1.252E+09  2.641E-01  5.352E+30  4.468E+08  2.898E+12  4.844E-05  3.400E-02  2.245E+03  c  0.0
  928 -1.405E+10  1.252E+09  2.641E-01  5.201E+30  4.469E+08  2.898E+12  4.843E-05  3.400E-02  2.247E+03  c  0.0
  929 -1.459E+10  1.252E+09  2.641E-01  5.037E+30  4.470E+08  2.898E+12  4.842E-05  3.400E-02  2.249E+03  c  0.0
  930 -1.513E+10  1.252E+09  2.641E-01  4.862E+30  4.470E+08  2.898E+12  4.841E-05  3.400E-02  2.250E+03  c  0.0
  931 -1.567E+10  1.252E+09  2.641E-01  4.674E+30  4.471E+08  2.898E+12  4.840E-05  3.400E-02  2.252E+03  c  0.0
  932 -1.621E+10  1.252E+09  2.641E-01  4.473E+30  4.472E+08  2.898E+12  4.840E-05  3.400E-02  2.253E+03  c  0.0
  933 -1.675E+10  1.252E+09  2.641E-01  4.259E+30  4.472E+08  2.898E+12  4.839E-05  3.400E-02  2.255E+03  c  0.0
  934 -1.729E+10  1.252E+09  2.641E-01  4.030E+30  4.473E+08  2.898E+12  4.838E-05  3.400E-02  2.256E+03  c  0.0
  935 -1.783E+10  1.252E+09  2.641E-01  3.787E+30  4.474E+08  2.898E+12  4.838E-05  3.400E-02  2.257E+03  c  0.0
  936 -1.837E+10  1.252E+09  2.641E-01  3.530E+30  4.474E+08  2.898E+12  4.837E-05  3.400E-02  2.258E+03  c  0.0
  937 -1.891E+10  1.252E+09  2.641E-01  3.257E+30  4.475E+08  2.898E+12  4.837E-05  3.400E-02  2.259E+03  c  0.0
  938 -1.945E+10  1.252E+09  2.641E-01  2.968E+30  4.475E+08  2.898E+12  4.836E-05  3.400E-02  2.260E+03  c  0.0
  939 -1.999E+10  1.252E+09  2.641E-01  2.664E+30  4.476E+08  2.898E+12  4.836E-05  3.400E-02  2.261E+03  c  0.0
  940 -2.053E+10  1.252E+09  2.641E-01  2.342E+30  4.476E+08  2.898E+12  4.835E-05  3.400E-02  2.262E+03  c  0.0
  941 -2.107E+10  1.252E+09  2.641E-01  2.004E+30  4.476E+08  2.898E+12  4.835E-05  3.400E-02  2.263E+03  c  0.0
  942 -2.161E+10  1.252E+09  2.641E-01  1.648E+30  4.477E+08  2.898E+12  4.834E-05  3.400E-02  2.264E+03  c  0.0
  943 -2.215E+10  1.252E+09  2.641E-01  1.275E+30  4.477E+08  2.898E+12  4.834E-05  3.400E-02  2.265E+03  c  0.0
  944 -2.269E+10  1.252E+09  2.641E-01  8.828E+29  4.477E+08  2.898E+12  4.834E-05  3.400E-02  2.265E+03  c  0.0
  945 -2.323E+10  1.252E+09  2.642E-01  4.721E+29  4.478E+08  2.898E+12  4.833E-05  3.400E-02  2.266E+03  c  0.0
  946 -2.377E+10  1.253E+09  2.642E-01  4.227E+28  4.478E+08  2.898E+12  4.833E-05  3.400E-02  2.267E+03  c  0.0
  947 -2.431E+10  1.253E+09  2.642E-01 -4.072E+29  4.478E+08  2.898E+12  4.832E-05  3.400E-02  2.267E+03  c  0.0
  948 -2.485E+10  1.253E+09  2.642E-01 -8.768E+29  4.479E+08  2.898E+12  4.832E-05  3.400E-02  2.268E+03  c  0.0
  949 -2.539E+10  1.253E+09  2.642E-01 -1.367E+30  4.479E+08  2.898E+12  4.832E-05  3.400E-02  2.269E+03  c  0.0
  950 -2.593E+10  1.253E+09  2.642E-01 -1.878E+30  4.479E+08  2.898E+12  4.832E-05  3.400E-02  2.269E+03  c  0.0
  951 -2.647E+10  1.253E+09  2.642E-01 -2.410E+30  4.479E+08  2.898E+12  4.831E-05  3.400E-02  2.270E+03  c  0.0
  952 -2.701E+10  1.253E+09  2.642E-01 -2.965E+30  4.480E+08  2.898E+12  4.831E-05  3.400E-02  2.270E+03  c  0.0
  953 -2.755E+10  1.253E+09  2.642E-01 -3.541E+30  4.480E+08  2.898E+12  4.831E-05  3.400E-02  2.271E+03  c  0.0
  954 -2.809E+10  1.253E+09  2.642E-01 -4.141E+30  4.480E+08  2.898E+12  4.831E-05  3.400E-02  2.271E+03  c  0.0
  955 -2.863E+10  1.253E+09  2.643E-01 -4.763E+30  4.480E+08  2.898E+12  4.830E-05  3.400E-02  2.272E+03  c  0.0
  956 -2.918E+10  1.253E+09  2.643E-01 -5.409E+30  4.481E+08  2.898E+12  4.830E-05  3.400E-02  2.272E+03  c  0.0
  957 -2.972E+10  1.253E+09  2.643E-01 -6.079E+30  4.481E+08  2.898E+12  4.830E-05  3.400E-02  2.273E+03  c  0.0
  958 -3.026E+10  1.253E+09  2.643E-01 -6.773E+30  4.481E+08  2.898E+12  4.830E-05  3.400E-02  2.273E+03  c  0.0
  959 -3.080E+10  1.253E+09  2.643E-01 -7.493E+30  4.481E+08  2.898E+12  4.829E-05  3.400E-02  2.273E+03  c  0.0
  960 -3.134E+10  1.253E+09  2.643E-01 -8.237E+30  4.481E+08  2.898E+12  4.829E-05  3.400E-02  2.274E+03  c  0.0
  961 -3.188E+10  1.253E+09  2.643E-01 -9.008E+30  4.482E+08  2.898E+12  4.829E-05  3.400E-02  2.274E+03  c  0.0
  962 -3.242E+10  1.253E+09  2.644E-01 -9.805E+30  4.482E+08  2.898E+12  4.829E-05  3.400E-02  2.275E+03  c  0.0
  963 -3.296E+10  1.253E+09  2.644E-01 -1.063E+31  4.482E+08  2.898E+12  4.829E-05  3.400E-02  2.275E+03  c  0.0
  964 -3.350E+10  1.253E+09  2.644E-01 -1.148E+31  4.482E+08  2.898E+12  4.829E-05  3.400E-02  2.275E+03  c  0.0
  965 -3.404E+10  1.253E+09  2.644E-01 -1.236E+31  4.482E+08  2.898E+12  4.828E-05  3.400E-02  2.276E+03  c  0.0
  966 -3.458E+10  1.253E+09  2.644E-01 -1.326E+31  4.482E+08  2.898E+12  4.828E-05  3.400E-02  2.276E+03  c  0.0
  967 -3.512E+10  1.253E+09  2.644E-01 -1.420E+31  4.483E+08  2.898E+12  4.828E-05  3.400E-02  2.276E+03  c  0.0
  968 -3.566E+10  1.253E+09  2.645E-01 -1.516E+31  4.483E+08  2.898E+12  4.828E-05  3.400E-02  2.277E+03  c  0.0
  969 -3.620E+10  1.253E+09  2.645E-01 -1.615E+31  4.483E+08  2.898E+12  4.828E-05  3.400E-02  2.277E+03  c  0.0
  970 -3.674E+10  1.253E+09  2.645E-01 -1.717E+31  4.483E+08  2.898E+12  4.828E-05  3.400E-02  2.277E+03  c  0.0
  971 -3.728E+10  1.253E+09  2.645E-01 -1.823E+31  4.483E+08  2.898E+12  4.827E-05  3.400E-02  2.277E+03  c  0.0
  972 -3.782E+10  1.253E+09  2.645E-01 -1.931E+31  4.483E+08  2.898E+12  4.827E-05  3.400E-02  2.278E+03  c  0.0
  973 -3.836E+10  1.253E+09  2.646E-01 -2.042E+31  4.483E+08  2.898E+12  4.827E-05  3.400E-02  2.278E+03  c  0.0
  974 -3.890E+10  1.253E+09  2.646E-01 -2.157E+31  4.483E+08  2.898E+12  4.827E-05  3.400E-02  2.278E+03  c  0.0
  975 -3.944E+10  1.253E+09  2.646E-01 -2.275E+31  4.484E+08  2.898E+12  4.827E-05  3.400E-02  2.278E+03  c  0.0
  976 -3.998E+10  1.253E+09  2.646E-01 -2.396E+31  4.484E+08  2.898E+12  4.827E-05  3.400E-02  2.279E+03  c  0.0
  977 -4.052E+10  1.253E+09  2.646E-01 -2.520E+31  4.484E+08  2.898E+12  4.827E-05  3.400E-02  2.279E+03  c  0.0
  978 -4.106E+10  1.253E+09  2.647E-01 -2.647E+31  4.484E+08  2.898E+12  4.827E-05  3.400E-02  2.279E+03  c  0.0
  979 -4.160E+10  1.253E+09  2.647E-01 -2.778E+31  4.484E+08  2.898E+12  4.826E-05  3.400E-02  2.279E+03  c  0.0
  980 -4.214E+10  1.253E+09  2.647E-01 -2.913E+31  4.484E+08  2.898E+12  4.826E-05  3.400E-02  2.280E+03  c  0.0
  981 -4.268E+10  1.253E+09  2.647E-01 -3.051E+31  4.484E+08  2.898E+12  4.826E-05  3.400E-02  2.280E+03  c  0.0
  982 -4.322E+10  1.253E+09  2.648E-01 -3.192E+31  4.484E+08  2.898E+12  4.826E-05  3.400E-02  2.280E+03  c  0.0
  983 -4.376E+10  1.253E+09  2.648E-01 -3.337E+31  4.484E+08  2.898E+12  4.826E-05  3.400E-02  2.280E+03  c  0.0
  984 -4.430E+10  1.253E+09  2.648E-01 -3.485E+31  4.484E+08  2.898E+12  4.826E-05  3.400E-02  2.280E+03  c  0.0
  985 -4.484E+10  1.253E+09  2.649E-01 -3.637E+31  4.485E+08  2.898E+12  4.826E-05  3.400E-02  2.281E+03  c  0.0
  986 -4.538E+10  1.253E+09  2.649E-01 -3.793E+31  4.485E+08  2.898E+12  4.826E-05  3.400E-02  2.281E+03  c  0.0
  987 -4.592E+10  1.253E+09  2.649E-01 -3.952E+31  4.485E+08  2.898E+12  4.826E-05  3.400E-02  2.281E+03  c  0.0
  988 -4.646E+10  1.253E+09  2.649E-01 -4.116E+31  4.485E+08  2.898E+12  4.826E-05  3.400E-02  2.281E+03  c  0.0
  989 -4.700E+10  1.253E+09  2.650E-01 -4.283E+31  4.485E+08  2.898E+12  4.825E-05  3.400E-02  2.281E+03  c  0.0
  990 -4.754E+10  1.253E+09  2.650E-01 -4.454E+31  4.485E+08  2.898E+12  4.825E-05  3.400E-02  2.281E+03  c  0.0
  991 -4.808E+10  1.253E+09  2.650E-01 -4.628E+31  4.485E+08  2.898E+12  4.825E-05  3.400E-02  2.282E+03  c  0.0
  992 -4.863E+10  1.253E+09  2.651E-01 -4.807E+31  4.485E+08  2.898E+12  4.825E-05  3.400E-02  2.282E+03  c  0.0
  993 -4.917E+10  1.253E+09  2.651E-01 -4.990E+31  4.485E+08  2.898E+12  4.825E-05  3.400E-02  2.282E+03  c  0.0
  994 -4.971E+10  1.253E+09  2.652E-01 -5.177E+31  4.485E+08  2.898E+12  4.825E-05  3.400E-02  2.282E+03  c  0.0
  995 -5.025E+10  1.253E+09  2.652E-01 -5.367E+31  4.485E+08  2.898E+12  4.825E-05  3.400E-02  2.282E+03  c  0.0
  996 -5.079E+10  1.253E+09  2.652E-01 -5.562E+31  4.485E+08  2.898E+12  4.825E-05  3.400E-02  2.282E+03  c  0.0
  997 -5.133E+10  1.253E+09  2.653E-01 -5.761E+31  4.485E+08  2.898E+12  4.825E-05  3.400E-02  2.283E+03  c  0.0
  998 -5.187E+10  1.253E+09  2.653E-01 -5.964E+31  4.486E+08  2.898E+12  4.825E-05  3.400E-02  2.283E+03  c  0.0
  999 -5.241E+10  1.253E+09  2.653E-01 -6.172E+31  4.486E+08  2.898E+12  4.825E-05  3.400E-02  2.283E+03  c  0.0
 1000 -5.295E+10  1.253E+09  2.654E-01 -6.384E+31  4.486E+08  2.898E+12  4.825E-05  3.400E-02  2.283E+03  c  0.0
 1001 -5.349E+10  1.253E+09  2.654E-01 -6.600E+31  4.486E+08  2.898E+12  4.825E-05  3.400E-02  2.283E+03  c  0.0
 1002 -5.403E+10  1.253E+09  2.655E-01 -6.820E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.283E+03  c  0.0
 1003 -5.457E+10  1.253E+09  2.655E-01 -7.045E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.283E+03  c  0.0
 1004 -5.511E+10  1.253E+09  2.655E-01 -7.275E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.284E+03  c  0.0
 1005 -5.565E+10  1.253E+09  2.656E-01 -7.509E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.284E+03  c  0.0
 1006 -5.619E+10  1.253E+09  2.656E-01 -7.747E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.284E+03  c  0.0
 1007 -5.673E+10  1.253E+09  2.657E-01 -7.990E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.284E+03  c  0.0
 1008 -5.727E+10  1.253E+09  2.657E-01 -8.238E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.284E+03  c  0.0
 1009 -5.781E+10  1.253E+09  2.658E-01 -8.490E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.284E+03  c  0.0
 1010 -5.835E+10  1.253E+09  2.658E-01 -8.747E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.284E+03  c  0.0
 1011 -5.889E+10  1.253E+09  2.659E-01 -9.009E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.284E+03  c  0.0
 1012 -5.943E+10  1.253E+09  2.659E-01 -9.276E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.284E+03  c  0.0
 1013 -5.997E+10  1.253E+09  2.660E-01 -9.547E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.285E+03  c  0.0
 1014 -6.051E+10  1.253E+09  2.660E-01 -9.824E+31  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.285E+03  c  0.0
 1015 -6.105E+10  1.253E+09  2.661E-01 -1.010E+32  4.486E+08  2.898E+12  4.824E-05  3.400E-02  2.285E+03  c  0.0
 1016 -6.159E+10  1.253E+09  2.661E-01 -1.039E+32  4.487E+08  2.898E+12  4.824E-05  3.400E-02  2.285E+03  c  0.0
 1017 -6.213E+10  1.253E+09  2.662E-01 -1.068E+32  4.487E+08  2.898E+12  4.824E-05  3.400E-02  2.285E+03  c  0.0
 1018 -6.267E+10  1.253E+09  2.663E-01 -1.098E+32  4.487E+08  2.898E+12  4.824E-05  3.400E-02  2.285E+03  c  0.0
 1019 -6.321E+10  1.253E+09  2.663E-01 -1.128E+32  4.487E+08  2.898E+12  4.824E-05  3.400E-02  2.285E+03  c  0.0
 1020 -6.375E+10  1.253E+09  2.664E-01 -1.159E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.285E+03  c  0.0
 1021 -6.429E+10  1.253E+09  2.664E-01 -1.190E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.285E+03  c  0.0
 1022 -6.483E+10  1.253E+09  2.665E-01 -1.222E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.285E+03  c  0.0
 1023 -6.537E+10  1.253E+09  2.665E-01 -1.254E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.286E+03  c  0.0
 1024 -6.591E+10  1.253E+09  2.666E-01 -1.287E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.286E+03  c  0.0
 1025 -6.645E+10  1.253E+09  2.667E-01 -1.320E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.286E+03  c  0.0
 1026 -6.699E+10  1.253E+09  2.667E-01 -1.354E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.286E+03  c  0.0
 1027 -6.753E+10  1.253E+09  2.668E-01 -1.388E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.286E+03  c  0.0
 1028 -6.808E+10  1.253E+09  2.669E-01 -1.423E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.286E+03  c  0.0
 1029 -6.862E+10  1.253E+09  2.669E-01 -1.459E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.286E+03  c  0.0
 1030 -6.916E+10  1.253E+09  2.670E-01 -1.495E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.286E+03  c  0.0
 1031 -6.970E+10  1.253E+09  2.671E-01 -1.532E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.286E+03  c  0.0
 1032 -7.024E+10  1.253E+09  2.671E-01 -1.569E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.286E+03  c  0.0
 1033 -7.078E+10  1.253E+09  2.672E-01 -1.607E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.286E+03  c  0.0
 1034 -7.132E+10  1.253E+09  2.673E-01 -1.645E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.286E+03  c  0.0
 1035 -7.186E+10  1.253E+09  2.674E-01 -1.684E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.287E+03  c  0.0
 1036 -7.240E+10  1.253E+09  2.674E-01 -1.723E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.287E+03  c  0.0
 1037 -7.294E+10  1.253E+09  2.675E-01 -1.764E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.287E+03  c  0.0
 1038 -7.348E+10  1.253E+09  2.676E-01 -1.804E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.287E+03  c  0.0
 1039 -7.402E+10  1.253E+09  2.677E-01 -1.846E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.287E+03  c  0.0
 1040 -7.456E+10  1.253E+09  2.677E-01 -1.887E+32  4.487E+08  2.898E+12  4.823E-05  3.400E-02  2.287E+03  c  0.0
 1041 -7.510E+10  1.253E+09  2.678E-01 -1.930E+32  4.488E+08  2.898E+12  4.823E-05  3.400E-02  2.287E+03  c  0.0
 1042 -7.564E+10  1.253E+09  2.679E-01 -1.973E+32  4.488E+08  2.898E+12  4.823E-05  3.400E-02  2.287E+03  c  0.0
 1043 -7.618E+10  1.253E+09  2.680E-01 -2.017E+32  4.488E+08  2.898E+12  4.823E-05  3.400E-02  2.287E+03  c  0.0
 1044 -7.672E+10  1.253E+09  2.681E-01 -2.061E+32  4.488E+08  2.898E+12  4.823E-05  3.400E-02  2.287E+03  c  0.0
 1045 -7.726E+10  1.253E+09  2.682E-01 -2.106E+32  4.488E+08  2.898E+12  4.823E-05  3.400E-02  2.287E+03  c  0.0
 1046 -7.780E+10  1.253E+09  2.683E-01 -2.152E+32  4.488E+08  2.898E+12  4.822E-05  3.400E-02  2.287E+03  c  0.0
 1047 -7.834E+10  1.253E+09  2.683E-01 -2.198E+32  4.488E+08  2.898E+12  4.822E-05  3.400E-02  2.287E+03  c  0.0
 1048 -7.888E+10  1.253E+09  2.684E-01 -2.245E+32  4.488E+08  2.898E+12  4.822E-05  3.400E-02  2.287E+03  c  0.0
 1049 -7.942E+10  1.253E+09  2.685E-01 -2.293E+32  4.488E+08  2.898E+12  4.822E-05  3.400E-02  2.288E+03  c  0.0
 1050 -7.996E+10  1.253E+09  2.686E-01 -2.341E+32  4.488E+08  2.898E+12  4.822E-05  3.400E-02  2.288E+03  c  0.0
 1051 -8.050E+10  1.253E+09  2.687E-01 -2.390E+32  4.488E+08  2.898E+12  4.822E-05  3.400E-02  2.288E+03  c  0.0
 1052 -8.104E+10  1.253E+09  2.688E-01 -2.439E+32  4.488E+08  2.898E+12  4.822E-05  3.400E-02  2.288E+03  c  0.0
 1053 -8.158E+10  1.253E+09  2.689E-01 -2.490E+32  4.488E+08  2.898E+12  4.822E-05  3.400E-02  2.288E+03  c  0.0
 1054 -8.212E+10  1.253E+09  2.690E-01 -2.540E+32  4.488E+08  2.898E+12  4.822E-05  3.400E-02  2.288E+03  c  0.0
