 zone      r         tau     1-M_r/Ms      L_r         T          P         rho        kap        eps    dlnPdlnT
  409  3.198E+11  3.666E+03  1.315E-03  3.455E+31  3.226E+04  2.499E+02  5.785E-07  1.617E-01  5.259E-53  r  4.5
  410  3.193E+11  3.717E+03  1.333E-03  3.455E+31  3.240E+04  2.547E+02  5.871E-07  1.614E-01  6.165E-53  r  4.5
  411  3.188E+11  3.768E+03  1.350E-03  3.455E+31  3.253E+04  2.595E+02  5.958E-07  1.610E-01  7.225E-53  r  4.5
  412  3.182E+11  3.821E+03  1.368E-03  3.455E+31  3.267E+04  2.644E+02  6.046E-07  1.607E-01  8.465E-53  r  4.5
  413  3.177E+11  3.873E+03  1.386E-03  3.455E+31  3.280E+04  2.695E+02  6.135E-07  1.603E-01  9.914E-53  r  4.5
  414  3.171E+11  3.927E+03  1.404E-03  3.455E+31  3.294E+04  2.746E+02  6.225E-07  1.600E-01  1.161E-52  r  4.5
  415  3.166E+11  3.981E+03  1.423E-03  3.455E+31  3.308E+04  2.798E+02  6.317E-07  1.596E-01  1.359E-52  r  4.5
  416  3.161E+11  4.036E+03  1.441E-03  3.455E+31  3.321E+04  2.851E+02  6.410E-07  1.593E-01  1.590E-52  r  4.5
  417  3.155E+11  4.091E+03  1.460E-03  3.455E+31  3.335E+04  2.905E+02  6.505E-07  1.589E-01  1.860E-52  r  4.5
  418  3.150E+11  4.147E+03  1.479E-03  3.455E+31  3.349E+04  2.960E+02  6.600E-07  1.586E-01  2.175E-52  r  4.5
  419  3.144E+11  4.204E+03  1.499E-03  3.455E+31  3.363E+04  3.016E+02  6.698E-07  1.582E-01  2.542E-52  r  4.5
  420  3.139E+11  4.262E+03  1.518E-03  3.455E+31  3.377E+04  3.073E+02  6.796E-07  1.579E-01  2.971E-52  r  4.5
  421  3.134E+11  4.320E+03  1.538E-03  3.455E+31  3.391E+04  3.131E+02  6.896E-07  1.575E-01  3.471E-52  r  4.5
  422  3.128E+11  4.379E+03  1.558E-03  3.455E+31  3.405E+04  3.190E+02  6.997E-07  1.572E-01  4.054E-52  r  4.5
  423  3.123E+11  4.439E+03  1.578E-03  3.455E+31  3.419E+04  3.250E+02  7.099E-07  1.569E-01  4.733E-52  r  4.5
  424  3.117E+11  4.500E+03  1.599E-03  3.455E+31  3.433E+04  3.311E+02  7.203E-07  1.565E-01  5.525E-52  r  4.5
  425  3.112E+11  4.561E+03  1.619E-03  3.455E+31  3.447E+04  3.373E+02  7.309E-07  1.562E-01  6.447E-52  r  4.5
  426  3.107E+11  4.623E+03  1.640E-03  3.455E+31  3.461E+04  3.437E+02  7.416E-07  1.558E-01  7.521E-52  r  4.5
  427  3.101E+11  4.686E+03  1.661E-03  3.455E+31  3.476E+04  3.502E+02  7.524E-07  1.555E-01  8.772E-52  r  4.5
  428  3.096E+11  4.749E+03  1.683E-03  3.455E+31  3.490E+04  3.567E+02  7.634E-07  1.552E-01  1.023E-51  r  4.5
  429  3.090E+11  4.814E+03  1.704E-03  3.455E+31  3.504E+04  3.634E+02  7.746E-07  1.548E-01  1.192E-51  r  4.5
  430  3.085E+11  4.879E+03  1.726E-03  3.455E+31  3.519E+04  3.703E+02  7.859E-07  1.545E-01  1.389E-51  r  4.5
  431  3.080E+11  4.945E+03  1.748E-03  3.455E+31  3.533E+04  3.772E+02  7.973E-07  1.542E-01  1.618E-51  r  4.5
  432  3.074E+11  5.012E+03  1.770E-03  3.455E+31  3.548E+04  3.843E+02  8.090E-07  1.538E-01  1.885E-51  r  4.5
  433  3.069E+11  5.080E+03  1.793E-03  3.455E+31  3.562E+04  3.915E+02  8.207E-07  1.535E-01  2.194E-51  r  4.5
  434  3.063E+11  5.148E+03  1.816E-03  3.455E+31  3.577E+04  3.988E+02  8.327E-07  1.532E-01  2.554E-51  r  4.5
  435  3.058E+11  5.217E+03  1.839E-03  3.455E+31  3.591E+04  4.063E+02  8.448E-07  1.529E-01  2.972E-51  r  4.5
  436  3.053E+11  5.288E+03  1.862E-03  3.455E+31  3.606E+04  4.139E+02  8.571E-07  1.525E-01  3.457E-51  r  4.5
  437  3.047E+11  5.359E+03  1.885E-03  3.455E+31  3.621E+04  4.216E+02  8.695E-07  1.522E-01  4.021E-51  r  4.5
  438  3.042E+11  5.431E+03  1.909E-03  3.455E+31  3.636E+04  4.295E+02  8.822E-07  1.519E-01  4.675E-51  r  4.5
  439  3.036E+11  5.503E+03  1.933E-03  3.455E+31  3.651E+04  4.375E+02  8.950E-07  1.516E-01  5.434E-51  r  4.5
  440  3.031E+11  5.577E+03  1.958E-03  3.455E+31  3.666E+04  4.456E+02  9.080E-07  1.512E-01  6.315E-51  r  4.5
  441  3.026E+11  5.652E+03  1.982E-03  3.455E+31  3.681E+04  4.539E+02  9.211E-07  1.509E-01  7.337E-51  r  4.5
  442  3.020E+11  5.727E+03  2.007E-03  3.455E+31  3.696E+04  4.624E+02  9.345E-07  1.506E-01  8.522E-51  r  4.5
  443  3.015E+11  5.804E+03  2.032E-03  3.455E+31  3.711E+04  4.710E+02  9.480E-07  1.503E-01  9.896E-51  r  4.5
  444  3.009E+11  5.881E+03  2.058E-03  3.455E+31  3.726E+04  4.798E+02  9.617E-07  1.500E-01  1.149E-50  r  4.5
  445  3.004E+11  5.960E+03  2.083E-03  3.455E+31  3.741E+04  4.887E+02  9.756E-07  1.496E-01  1.333E-50  r  4.5
  446  2.999E+11  6.039E+03  2.109E-03  3.455E+31  3.756E+04  4.978E+02  9.897E-07  1.493E-01  1.547E-50  r  4.5
  447  2.993E+11  6.119E+03  2.136E-03  3.455E+31  3.772E+04  5.071E+02  1.004E-06  1.490E-01  1.795E-50  r  4.5
  448  2.988E+11  6.201E+03  2.162E-03  3.455E+31  3.787E+04  5.165E+02  1.019E-06  1.487E-01  2.081E-50  r  4.5
  449  2.982E+11  6.283E+03  2.189E-03  3.455E+31  3.802E+04  5.261E+02  1.033E-06  1.484E-01  2.413E-50  r  4.5
  450  2.977E+11  6.366E+03  2.216E-03  3.455E+31  3.818E+04  5.358E+02  1.048E-06  1.481E-01  2.797E-50  r  4.5
  451  2.972E+11  6.408E+03  2.230E-03  3.455E+31  3.826E+04  5.408E+02  2.074E-09  3.477E-02  6.323E-53  r  4.5
  452  2.966E+11  6.408E+03  2.230E-03  3.455E+31  3.826E+04  5.408E+02  1.062E-09  3.445E-02  3.030E-53  r 19.4
  453  2.961E+11  6.408E+03  2.230E-03  3.455E+31  3.826E+04  5.408E+02  1.081E-09  3.446E-02  3.083E-53  r 19.4
  454  2.955E+11  6.408E+03  2.230E-03  3.455E+31  3.826E+04  5.408E+02  1.097E-09  3.447E-02  3.129E-53  r 19.4
  455  2.950E+11  6.408E+03  2.230E-03  3.455E+31  3.826E+04  5.408E+02  1.113E-09  3.447E-02  3.176E-53  r 19.4
  456  2.945E+11  6.408E+03  2.230E-03  3.455E+31  3.826E+04  5.408E+02  1.130E-09  3.448E-02  3.223E-53  r 19.4
  457  2.939E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.408E+02  1.147E-09  3.448E-02  3.272E-53  r 19.4
  458  2.934E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.408E+02  1.164E-09  3.449E-02  3.321E-53  r 19.4
  459  2.928E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.409E+02  1.182E-09  3.449E-02  3.372E-53  r 19.4
  460  2.923E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.409E+02  1.200E-09  3.450E-02  3.423E-53  r 19.4
  461  2.918E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.409E+02  1.218E-09  3.451E-02  3.475E-53  r 19.4
  462  2.912E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.409E+02  1.237E-09  3.451E-02  3.529E-53  r 19.4
  463  2.907E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.409E+02  1.256E-09  3.452E-02  3.583E-53  r 19.4
  464  2.901E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.409E+02  1.275E-09  3.453E-02  3.639E-53  r 19.4
  465  2.896E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.409E+02  1.295E-09  3.453E-02  3.695E-53  r 19.4
  466  2.890E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.409E+02  1.315E-09  3.454E-02  3.753E-53  r 19.4
  467  2.885E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.410E+02  1.335E-09  3.455E-02  3.811E-53  r 19.4
  468  2.880E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.410E+02  1.356E-09  3.455E-02  3.871E-53  r 19.4
  469  2.874E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.410E+02  1.378E-09  3.456E-02  3.932E-53  r 19.4
  470  2.869E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.410E+02  1.399E-09  3.457E-02  3.994E-53  r 19.4
  471  2.863E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.410E+02  1.422E-09  3.457E-02  4.058E-53  r 19.4
  472  2.858E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.410E+02  1.444E-09  3.458E-02  4.123E-53  r 19.4
  473  2.853E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.410E+02  1.467E-09  3.459E-02  4.189E-53  r 19.3
  474  2.847E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.411E+02  1.491E-09  3.460E-02  4.256E-53  r 19.3
  475  2.842E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.411E+02  1.515E-09  3.460E-02  4.324E-53  r 19.3
  476  2.836E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.411E+02  1.539E-09  3.461E-02  4.394E-53  r 19.3
  477  2.831E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.411E+02  1.564E-09  3.462E-02  4.466E-53  r 19.3
  478  2.826E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.411E+02  1.590E-09  3.463E-02  4.539E-53  r 19.3
  479  2.820E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.411E+02  1.615E-09  3.463E-02  4.613E-53  r 19.3
  480  2.815E+11  6.409E+03  2.230E-03  3.455E+31  3.826E+04  5.412E+02  1.642E-09  3.464E-02  4.689E-53  r 19.3
  481  2.809E+11  6.409E+03  2.231E-03  3.455E+31  3.826E+04  5.412E+02  1.669E-09  3.465E-02  4.766E-53  r 19.3
  482  2.804E+11  6.409E+03  2.231E-03  3.455E+31  3.826E+04  5.412E+02  1.696E-09  3.466E-02  4.845E-53  r 19.3
  483  2.799E+11  6.409E+03  2.231E-03  3.455E+31  3.826E+04  5.412E+02  1.725E-09  3.467E-02  4.926E-53  r 19.3
  484  2.793E+11  6.409E+03  2.231E-03  3.455E+31  3.826E+04  5.412E+02  1.753E-09  3.468E-02  5.008E-53  r 19.3
  485  2.788E+11  6.409E+03  2.231E-03  3.455E+31  3.826E+04  5.412E+02  1.783E-09  3.469E-02  5.092E-53  r 19.3
  486  2.782E+11  6.409E+03  2.231E-03  3.455E+31  3.826E+04  5.413E+02  1.812E-09  3.470E-02  5.178E-53  r 19.3
  487  2.777E+11  6.409E+03  2.231E-03  3.455E+31  3.826E+04  5.413E+02  1.843E-09  3.471E-02  5.265E-53  r 19.3
  488  2.772E+11  6.409E+03  2.231E-03  3.455E+31  3.826E+04  5.413E+02  1.874E-09  3.471E-02  5.354E-53  r 19.3
  489  2.766E+11  6.409E+03  2.231E-03  3.455E+31  3.826E+04  5.413E+02  1.906E-09  3.472E-02  5.445E-53  r 19.3
  490  2.761E+11  6.409E+03  2.231E-03  3.455E+31  3.826E+04  5.413E+02  1.938E-09  3.473E-02  5.539E-53  r 19.3
  491  2.755E+11  6.409E+03  2.231E-03  3.455E+31  3.826E+04  5.414E+02  1.971E-09  3.474E-02  5.634E-53  r 19.3
  492  2.750E+11  6.410E+03  2.231E-03  3.455E+31  3.826E+04  5.414E+02  2.005E-09  3.475E-02  5.731E-53  r 19.2
  493  2.745E+11  6.410E+03  2.231E-03  3.455E+31  3.826E+04  5.414E+02  2.040E-09  3.476E-02  5.830E-53  r 19.2
  494  2.739E+11  6.410E+03  2.231E-03  3.455E+31  3.826E+04  5.414E+02  2.075E-09  3.478E-02  5.931E-53  r 19.2
  495  2.734E+11  6.410E+03  2.231E-03  3.455E+31  3.826E+04  5.415E+02  2.111E-09  3.479E-02  6.034E-53  r 19.2
  496  2.728E+11  6.410E+03  2.231E-03  3.455E+31  3.826E+04  5.415E+02  2.148E-09  3.480E-02  6.140E-53  r 19.2
  497  2.723E+11  6.410E+03  2.231E-03  3.455E+31  3.826E+04  5.415E+02  2.185E-09  3.481E-02  6.248E-53  r 19.2
  498  2.718E+11  6.410E+03  2.231E-03  3.455E+31  3.826E+04  5.415E+02  2.224E-09  3.482E-02  6.358E-53  r 19.2
  499  2.712E+11  6.410E+03  2.231E-03  3.455E+31  3.826E+04  5.416E+02  2.263E-09  3.483E-02  6.471E-53  r 19.2
  500  2.707E+11  6.410E+03  2.231E-03  3.455E+31  3.826E+04  5.416E+02  2.303E-09  3.484E-02  6.586E-53  r 19.2
  501  2.701E+11  6.410E+03  2.231E-03  3.455E+31  3.826E+04  5.416E+02  2.344E-09  3.485E-02  6.703E-53  r 19.2
  502  2.696E+11  6.410E+03  2.231E-03  3.455E+31  3.826E+04  5.416E+02  2.386E-09  3.487E-02  6.824E-53  r 19.2
  503  2.691E+11  6.410E+03  2.231E-03  3.455E+31  3.826E+04  5.417E+02  2.429E-09  3.488E-02  6.946E-53  r 19.2
  504  2.685E+11  6.410E+03  2.232E-03  3.455E+31  3.826E+04  5.417E+02  2.472E-09  3.489E-02  7.072E-53  r 19.2
  505  2.680E+11  6.410E+03  2.232E-03  3.455E+31  3.826E+04  5.417E+02  2.517E-09  3.491E-02  7.200E-53  r 19.2
  506  2.674E+11  6.410E+03  2.232E-03  3.455E+31  3.826E+04  5.418E+02  2.563E-09  3.492E-02  7.332E-53  r 19.1
  507  2.669E+11  6.410E+03  2.232E-03  3.455E+31  3.826E+04  5.418E+02  2.609E-09  3.493E-02  7.466E-53  r 19.1
  508  2.664E+11  6.410E+03  2.232E-03  3.455E+31  3.826E+04  5.418E+02  2.657E-09  3.495E-02  7.603E-53  r 19.1
  509  2.658E+11  6.410E+03  2.232E-03  3.455E+31  3.826E+04  5.418E+02  2.706E-09  3.496E-02  7.743E-53  r 19.1
  510  2.653E+11  6.410E+03  2.232E-03  3.455E+31  3.826E+04  5.419E+02  2.755E-09  3.497E-02  7.886E-53  r 19.1
  511  2.647E+11  6.410E+03  2.232E-03  3.455E+31  3.826E+04  5.419E+02  2.806E-09  3.499E-02  8.033E-53  r 19.1
  512  2.642E+11  6.410E+03  2.232E-03  3.455E+31  3.826E+04  5.419E+02  2.859E-09  3.500E-02  8.183E-53  r 19.1
  513  2.637E+11  6.410E+03  2.232E-03  3.455E+31  3.826E+04  5.420E+02  2.912E-09  3.502E-02  8.337E-53  r 19.1
  514  2.631E+11  6.411E+03  2.232E-03  3.455E+31  3.826E+04  5.420E+02  2.966E-09  3.503E-02  8.494E-53  r 19.1
  515  2.626E+11  6.411E+03  2.232E-03  3.455E+31  3.826E+04  5.420E+02  3.022E-09  3.505E-02  8.654E-53  r 19.1
  516  2.620E+11  6.411E+03  2.232E-03  3.455E+31  3.826E+04  5.421E+02  3.079E-09  3.506E-02  8.819E-53  r 19.1
  517  2.615E+11  6.411E+03  2.232E-03  3.455E+31  3.826E+04  5.421E+02  3.137E-09  3.508E-02  8.987E-53  r 19.0
  518  2.610E+11  6.411E+03  2.232E-03  3.455E+31  3.826E+04  5.422E+02  3.197E-09  3.510E-02  9.159E-53  r 19.0
  519  2.604E+11  6.411E+03  2.232E-03  3.455E+31  3.826E+04  5.422E+02  3.258E-09  3.511E-02  9.335E-53  r 19.0
  520  2.599E+11  6.411E+03  2.232E-03  3.455E+31  3.826E+04  5.422E+02  3.321E-09  3.513E-02  9.515E-53  r 19.0
  521  2.593E+11  6.411E+03  2.233E-03  3.455E+31  3.826E+04  5.423E+02  3.385E-09  3.515E-02  9.700E-53  r 19.0
  522  2.588E+11  6.411E+03  2.233E-03  3.455E+31  3.826E+04  5.423E+02  3.450E-09  3.516E-02  9.888E-53  r 19.0
  523  2.583E+11  6.411E+03  2.233E-03  3.455E+31  3.826E+04  5.424E+02  3.517E-09  3.518E-02  1.008E-52  r 19.0
  524  2.577E+11  6.411E+03  2.233E-03  3.455E+31  3.826E+04  5.424E+02  3.586E-09  3.520E-02  1.028E-52  r 19.0
  525  2.572E+11  6.411E+03  2.233E-03  3.455E+31  3.826E+04  5.425E+02  3.656E-09  3.522E-02  1.048E-52  r 19.0
  526  2.566E+11  6.411E+03  2.233E-03  3.455E+31  3.826E+04  5.425E+02  3.728E-09  3.524E-02  1.069E-52  r 19.0
  527  2.561E+11  6.411E+03  2.233E-03  3.455E+31  3.826E+04  5.426E+02  3.801E-09  3.526E-02  1.090E-52  r 18.9
  528  2.556E+11  6.411E+03  2.233E-03  3.455E+31  3.826E+04  5.426E+02  3.876E-09  3.528E-02  1.112E-52  r 18.9
  529  2.550E+11  6.411E+03  2.233E-03  3.455E+31  3.826E+04  5.427E+02  3.954E-09  3.530E-02  1.134E-52  r 18.9
  530  2.545E+11  6.412E+03  2.233E-03  3.455E+31  3.826E+04  5.427E+02  4.033E-09  3.532E-02  1.157E-52  r 18.9
  531  2.539E+11  6.412E+03  2.233E-03  3.455E+31  3.826E+04  5.428E+02  4.113E-09  3.534E-02  1.181E-52  r 18.9
  532  2.534E+11  6.412E+03  2.233E-03  3.455E+31  3.826E+04  5.428E+02  4.196E-09  3.536E-02  1.205E-52  r 18.9
  533  2.529E+11  6.412E+03  2.233E-03  3.455E+31  3.826E+04  5.429E+02  4.281E-09  3.538E-02  1.229E-52  r 18.9
  534  2.523E+11  6.412E+03  2.233E-03  3.455E+31  3.827E+04  5.429E+02  4.368E-09  3.541E-02  1.254E-52  r 18.9
  535  2.518E+11  6.412E+03  2.234E-03  3.455E+31  3.827E+04  5.430E+02  4.457E-09  3.543E-02  1.280E-52  r 18.8
  536  2.512E+11  6.412E+03  2.234E-03  3.455E+31  3.827E+04  5.430E+02  4.549E-09  3.545E-02  1.307E-52  r 18.8
  537  2.507E+11  6.412E+03  2.234E-03  3.455E+31  3.827E+04  5.431E+02  4.642E-09  3.548E-02  1.334E-52  r 18.8
  538  2.501E+11  6.412E+03  2.234E-03  3.455E+31  3.827E+04  5.432E+02  4.738E-09  3.550E-02  1.362E-52  r 18.8
  539  2.496E+11  6.412E+03  2.234E-03  3.455E+31  3.827E+04  5.432E+02  4.836E-09  3.553E-02  1.390E-52  r 18.8
  540  2.491E+11  6.412E+03  2.234E-03  3.455E+31  3.827E+04  5.433E+02  4.937E-09  3.555E-02  1.419E-52  r 18.8
  541  2.485E+11  6.413E+03  2.234E-03  3.455E+31  3.827E+04  5.434E+02  5.040E-09  3.558E-02  1.449E-52  r 18.8
  542  2.480E+11  6.413E+03  2.234E-03  3.455E+31  3.827E+04  5.434E+02  5.146E-09  3.560E-02  1.480E-52  r 18.7
  543  2.474E+11  6.413E+03  2.234E-03  3.455E+31  3.827E+04  5.435E+02  5.255E-09  3.563E-02  1.512E-52  r 18.7
  544  2.469E+11  6.413E+03  2.234E-03  3.455E+31  3.827E+04  5.436E+02  5.366E-09  3.566E-02  1.544E-52  r 18.7
  545  2.464E+11  6.413E+03  2.234E-03  3.455E+31  3.827E+04  5.436E+02  5.480E-09  3.569E-02  1.577E-52  r 18.7
  546  2.458E+11  6.413E+03  2.235E-03  3.455E+31  3.827E+04  5.437E+02  5.597E-09  3.571E-02  1.611E-52  r 18.7
  547  2.453E+11  6.413E+03  2.235E-03  3.455E+31  3.827E+04  5.438E+02  5.717E-09  3.574E-02  1.646E-52  r 18.7
  548  2.447E+11  6.413E+03  2.235E-03  3.455E+31  3.827E+04  5.439E+02  5.840E-09  3.577E-02  1.682E-52  r 18.6
  549  2.442E+11  6.413E+03  2.235E-03  3.455E+31  3.827E+04  5.440E+02  5.966E-09  3.580E-02  1.719E-52  r 18.6
  550  2.437E+11  6.413E+03  2.235E-03  3.455E+31  3.827E+04  5.440E+02  6.096E-09  3.584E-02  1.757E-52  r 18.6
  551  2.431E+11  6.414E+03  2.235E-03  3.455E+31  3.827E+04  5.441E+02  6.229E-09  3.587E-02  1.796E-52  r 18.6
  552  2.426E+11  6.414E+03  2.235E-03  3.455E+31  3.827E+04  5.442E+02  6.365E-09  3.590E-02  1.836E-52  r 18.6
  553  2.420E+11  6.414E+03  2.235E-03  3.455E+31  3.827E+04  5.443E+02  6.505E-09  3.593E-02  1.877E-52  r 18.5
  554  2.415E+11  6.414E+03  2.235E-03  3.455E+31  3.827E+04  5.444E+02  6.649E-09  3.597E-02  1.919E-52  r 18.5
  555  2.410E+11  6.414E+03  2.236E-03  3.455E+31  3.827E+04  5.445E+02  6.797E-09  3.600E-02  1.962E-52  r 18.5
  556  2.404E+11  6.414E+03  2.236E-03  3.455E+31  3.827E+04  5.446E+02  6.948E-09  3.604E-02  2.006E-52  r 18.5
  557  2.399E+11  6.414E+03  2.236E-03  3.455E+31  3.827E+04  5.447E+02  7.104E-09  3.607E-02  2.052E-52  r 18.5
  558  2.393E+11  6.415E+03  2.236E-03  3.455E+31  3.827E+04  5.448E+02  7.263E-09  3.611E-02  2.099E-52  r 18.4
  559  2.388E+11  6.415E+03  2.236E-03  3.455E+31  3.827E+04  5.449E+02  7.427E-09  3.615E-02  2.147E-52  r 18.4
  560  2.383E+11  6.415E+03  2.236E-03  3.455E+31  3.827E+04  5.450E+02  7.595E-09  3.619E-02  2.196E-52  r 18.4
  561  2.377E+11  6.415E+03  2.236E-03  3.455E+31  3.827E+04  5.451E+02  7.768E-09  3.623E-02  2.247E-52  r 18.4
  562  2.372E+11  6.415E+03  2.236E-03  3.455E+31  3.827E+04  5.453E+02  7.946E-09  3.627E-02  2.299E-52  r 18.3
  563  2.366E+11  6.415E+03  2.237E-03  3.455E+31  3.827E+04  5.454E+02  8.128E-09  3.631E-02  2.353E-52  r 18.3
  564  2.361E+11  6.415E+03  2.237E-03  3.455E+31  3.827E+04  5.455E+02  8.316E-09  3.635E-02  2.408E-52  r 18.3
  565  2.356E+11  6.416E+03  2.237E-03  3.455E+31  3.828E+04  5.456E+02  8.508E-09  3.640E-02  2.465E-52  r 18.3
  566  2.350E+11  6.416E+03  2.237E-03  3.455E+31  3.828E+04  5.458E+02  8.706E-09  3.644E-02  2.523E-52  r 18.3
  567  2.345E+11  6.416E+03  2.237E-03  3.455E+31  3.828E+04  5.459E+02  8.909E-09  3.649E-02  2.583E-52  r 18.2
  568  2.339E+11  6.416E+03  2.237E-03  3.455E+31  3.828E+04  5.460E+02  9.118E-09  3.653E-02  2.645E-52  r 18.2
  569  2.334E+11  6.416E+03  2.237E-03  3.455E+31  3.828E+04  5.462E+02  9.333E-09  3.658E-02  2.709E-52  r 18.2
  570  2.329E+11  6.416E+03  2.238E-03  3.455E+31  3.828E+04  5.463E+02  9.554E-09  3.663E-02  2.774E-52  r 18.1
  571  2.323E+11  6.417E+03  2.238E-03  3.455E+31  3.828E+04  5.465E+02  9.781E-09  3.668E-02  2.841E-52  r 18.1
  572  2.318E+11  6.417E+03  2.238E-03  3.455E+31  3.828E+04  5.466E+02  1.001E-08  3.673E-02  2.911E-52  r 18.1
  573  2.312E+11  6.417E+03  2.238E-03  3.455E+31  3.828E+04  5.468E+02  1.025E-08  3.678E-02  2.982E-52  r 18.1
  574  2.307E+11  6.417E+03  2.238E-03  3.455E+31  3.828E+04  5.469E+02  1.050E-08  3.683E-02  3.055E-52  r 18.0
  575  2.302E+11  6.417E+03  2.238E-03  3.455E+31  3.828E+04  5.471E+02  1.075E-08  3.689E-02  3.131E-52  r 18.0
  576  2.296E+11  6.418E+03  2.238E-03  3.455E+31  3.828E+04  5.473E+02  1.102E-08  3.694E-02  3.209E-52  r 18.0
  577  2.291E+11  6.418E+03  2.239E-03  3.455E+31  3.828E+04  5.474E+02  1.128E-08  3.700E-02  3.289E-52  r 17.9
  578  2.285E+11  6.418E+03  2.239E-03  3.455E+31  3.828E+04  5.476E+02  1.156E-08  3.706E-02  3.371E-52  r 17.9
  579  2.280E+11  6.418E+03  2.239E-03  3.455E+31  3.828E+04  5.478E+02  1.184E-08  3.712E-02  3.456E-52  r 17.9
  580  2.275E+11  6.419E+03  2.239E-03  3.455E+31  3.828E+04  5.480E+02  1.214E-08  3.718E-02  3.544E-52  r 17.8
  581  2.269E+11  6.419E+03  2.239E-03  3.455E+31  3.829E+04  5.482E+02  1.244E-08  3.724E-02  3.634E-52  r 17.8
  582  2.264E+11  6.419E+03  2.240E-03  3.455E+31  3.829E+04  5.484E+02  1.275E-08  3.731E-02  3.728E-52  r 17.8
  583  2.258E+11  6.419E+03  2.240E-03  3.455E+31  3.829E+04  5.486E+02  1.307E-08  3.737E-02  3.823E-52  r 17.7
  584  2.253E+11  6.420E+03  2.240E-03  3.455E+31  3.829E+04  5.488E+02  1.340E-08  3.744E-02  3.922E-52  r 17.7
  585  2.248E+11  6.420E+03  2.240E-03  3.455E+31  3.829E+04  5.491E+02  1.373E-08  3.751E-02  4.024E-52  r 17.7
  586  2.242E+11  6.420E+03  2.240E-03  3.455E+31  3.829E+04  5.493E+02  1.408E-08  3.758E-02  4.130E-52  r 17.6
  587  2.237E+11  6.421E+03  2.241E-03  3.455E+31  3.829E+04  5.495E+02  1.444E-08  3.765E-02  4.238E-52  r 17.6
  588  2.231E+11  6.421E+03  2.241E-03  3.455E+31  3.829E+04  5.498E+02  1.481E-08  3.773E-02  4.350E-52  r 17.5
  589  2.226E+11  6.421E+03  2.241E-03  3.455E+31  3.829E+04  5.500E+02  1.519E-08  3.780E-02  4.465E-52  r 17.5
  590  2.221E+11  6.421E+03  2.241E-03  3.455E+31  3.829E+04  5.503E+02  1.558E-08  3.788E-02  4.585E-52  r 17.5
  591  2.215E+11  6.422E+03  2.241E-03  3.455E+31  3.829E+04  5.506E+02  1.598E-08  3.796E-02  4.708E-52  r 17.4
  592  2.210E+11  6.422E+03  2.242E-03  3.455E+31  3.830E+04  5.508E+02  1.640E-08  3.804E-02  4.835E-52  r 17.4
  593  2.204E+11  6.422E+03  2.242E-03  3.455E+31  3.830E+04  5.511E+02  1.683E-08  3.813E-02  4.966E-52  r 17.3
  594  2.199E+11  6.423E+03  2.242E-03  3.455E+31  3.830E+04  5.514E+02  1.727E-08  3.821E-02  5.101E-52  r 17.3
  595  2.194E+11  6.423E+03  2.242E-03  3.455E+31  3.830E+04  5.517E+02  1.772E-08  3.830E-02  5.241E-52  r 17.2
  596  2.188E+11  6.424E+03  2.243E-03  3.455E+31  3.830E+04  5.520E+02  1.819E-08  3.839E-02  5.385E-52  r 17.2
  597  2.183E+11  6.424E+03  2.243E-03  3.455E+31  3.830E+04  5.523E+02  1.867E-08  3.848E-02  5.534E-52  r 17.1
  598  2.177E+11  6.424E+03  2.243E-03  3.455E+31  3.830E+04  5.527E+02  1.917E-08  3.858E-02  5.688E-52  r 17.1
  599  2.172E+11  6.425E+03  2.243E-03  3.455E+31  3.830E+04  5.530E+02  1.969E-08  3.868E-02  5.848E-52  r 17.0
  600  2.167E+11  6.425E+03  2.244E-03  3.455E+31  3.831E+04  5.534E+02  2.022E-08  3.878E-02  6.012E-52  r 17.0
  601  2.161E+11  6.426E+03  2.244E-03  3.455E+31  3.831E+04  5.537E+02  2.076E-08  3.888E-02  6.183E-52  r 16.9
