                                             A ZAMS Stellar Model
                                             --------------------

                                             M    =     2.06300 solar
                                             L    =    25.40000 solar
                                             R    =     1.70226 solar
                                             Teff =  9940.00000 K
                                             X    =     0.70000
                                             Y    =     0.29200
                                             Z    =     0.00800



 zone      r         tau     1-M_r/Ms      L_r         T          P         rho        kap        eps    dlnPdlnT
 1264 -9.933E+08  6.175E+11  1.022E+00  2.224E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1265 -9.945E+08  6.175E+11  1.022E+00  2.232E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1266 -9.957E+08  6.175E+11  1.023E+00  2.240E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1267 -9.969E+08  6.175E+11  1.023E+00  2.248E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1268 -9.981E+08  6.175E+11  1.023E+00  2.256E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1269 -9.992E+08  6.175E+11  1.023E+00  2.264E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1270 -1.000E+09  6.175E+11  1.023E+00  2.272E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1271 -1.002E+09  6.175E+11  1.023E+00  2.280E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1272 -1.003E+09  6.175E+11  1.023E+00  2.288E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1273 -1.004E+09  6.175E+11  1.024E+00  2.296E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1274 -1.005E+09  6.175E+11  1.024E+00  2.305E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1275 -1.006E+09  6.175E+11  1.024E+00  2.313E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1276 -1.008E+09  6.175E+11  1.024E+00  2.321E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1277 -1.009E+09  6.175E+11  1.024E+00  2.329E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1278 -1.010E+09  6.175E+11  1.024E+00  2.337E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1279 -1.011E+09  6.175E+11  1.024E+00  2.345E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1280 -1.012E+09  6.175E+11  1.025E+00  2.354E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1281 -1.013E+09  6.175E+11  1.025E+00  2.362E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1282 -1.015E+09  6.175E+11  1.025E+00  2.370E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1283 -1.016E+09  6.175E+11  1.025E+00  2.378E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1284 -1.017E+09  6.175E+11  1.025E+00  2.387E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1285 -1.018E+09  6.175E+11  1.025E+00  2.395E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1286 -1.019E+09  6.175E+11  1.025E+00  2.403E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1287 -1.021E+09  6.175E+11  1.026E+00  2.412E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1288 -1.022E+09  6.175E+11  1.026E+00  2.420E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1289 -1.023E+09  6.175E+11  1.026E+00  2.429E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1290 -1.024E+09  6.175E+11  1.026E+00  2.437E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1291 -1.025E+09  6.175E+11  1.026E+00  2.446E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1292 -1.026E+09  6.175E+11  1.026E+00  2.454E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1293 -1.028E+09  6.175E+11  1.026E+00  2.463E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1294 -1.029E+09  6.175E+11  1.027E+00  2.471E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1295 -1.030E+09  6.175E+11  1.027E+00  2.480E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1296 -1.031E+09  6.175E+11  1.027E+00  2.488E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1297 -1.032E+09  6.175E+11  1.027E+00  2.497E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1298 -1.034E+09  6.175E+11  1.027E+00  2.505E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1299 -1.035E+09  6.175E+11  1.027E+00  2.514E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1300 -1.036E+09  6.175E+11  1.027E+00  2.522E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1301 -1.037E+09  6.175E+11  1.028E+00  2.531E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1302 -1.038E+09  6.176E+11  1.028E+00  2.540E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1303 -1.039E+09  6.176E+11  1.028E+00  2.548E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1304 -1.041E+09  6.176E+11  1.028E+00  2.557E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1305 -1.042E+09  6.176E+11  1.028E+00  2.566E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1306 -1.043E+09  6.176E+11  1.028E+00  2.575E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1307 -1.044E+09  6.176E+11  1.028E+00  2.583E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1308 -1.045E+09  6.176E+11  1.029E+00  2.592E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1309 -1.047E+09  6.176E+11  1.029E+00  2.601E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1310 -1.048E+09  6.176E+11  1.029E+00  2.610E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1311 -1.049E+09  6.176E+11  1.029E+00  2.619E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1312 -1.050E+09  6.176E+11  1.029E+00  2.628E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1313 -1.051E+09  6.176E+11  1.029E+00  2.636E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1314 -1.053E+09  6.176E+11  1.029E+00  2.645E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1315 -1.054E+09  6.176E+11  1.030E+00  2.654E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1316 -1.055E+09  6.176E+11  1.030E+00  2.663E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1317 -1.056E+09  6.176E+11  1.030E+00  2.672E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1318 -1.057E+09  6.176E+11  1.030E+00  2.681E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1319 -1.058E+09  6.176E+11  1.030E+00  2.690E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1320 -1.060E+09  6.176E+11  1.030E+00  2.699E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1321 -1.061E+09  6.176E+11  1.031E+00  2.708E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1322 -1.062E+09  6.176E+11  1.031E+00  2.717E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1323 -1.063E+09  6.176E+11  1.031E+00  2.726E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1324 -1.064E+09  6.176E+11  1.031E+00  2.736E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1325 -1.066E+09  6.176E+11  1.031E+00  2.745E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1326 -1.067E+09  6.176E+11  1.031E+00  2.754E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1327 -1.068E+09  6.176E+11  1.031E+00  2.763E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1328 -1.069E+09  6.176E+11  1.032E+00  2.772E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1329 -1.070E+09  6.176E+11  1.032E+00  2.781E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1330 -1.071E+09  6.176E+11  1.032E+00  2.791E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1331 -1.073E+09  6.176E+11  1.032E+00  2.800E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1332 -1.074E+09  6.176E+11  1.032E+00  2.809E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1333 -1.075E+09  6.176E+11  1.032E+00  2.818E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1334 -1.076E+09  6.176E+11  1.033E+00  2.828E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1335 -1.077E+09  6.176E+11  1.033E+00  2.837E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1336 -1.079E+09  6.176E+11  1.033E+00  2.846E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1337 -1.080E+09  6.176E+11  1.033E+00  2.856E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1338 -1.081E+09  6.176E+11  1.033E+00  2.865E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1339 -1.082E+09  6.176E+11  1.033E+00  2.875E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1340 -1.083E+09  6.176E+11  1.034E+00  2.884E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1341 -1.084E+09  6.176E+11  1.034E+00  2.893E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1342 -1.086E+09  6.176E+11  1.034E+00  2.903E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1343 -1.087E+09  6.176E+11  1.034E+00  2.912E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1344 -1.088E+09  6.176E+11  1.034E+00  2.922E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1345 -1.089E+09  6.176E+11  1.034E+00  2.931E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1346 -1.090E+09  6.176E+11  1.035E+00  2.941E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1347 -1.092E+09  6.176E+11  1.035E+00  2.951E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1348 -1.093E+09  6.176E+11  1.035E+00  2.960E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1349 -1.094E+09  6.176E+11  1.035E+00  2.970E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1350 -1.095E+09  6.176E+11  1.035E+00  2.979E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1351 -1.096E+09  6.176E+11  1.035E+00  2.989E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1352 -1.098E+09  6.176E+11  1.035E+00  2.999E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1353 -1.099E+09  6.176E+11  1.036E+00  3.009E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1354 -1.100E+09  6.176E+11  1.036E+00  3.018E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1355 -1.101E+09  6.176E+11  1.036E+00  3.028E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1356 -1.102E+09  6.176E+11  1.036E+00  3.038E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1357 -1.103E+09  6.176E+11  1.036E+00  3.048E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1358 -1.105E+09  6.176E+11  1.036E+00  3.057E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1359 -1.106E+09  6.176E+11  1.037E+00  3.067E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1360 -1.107E+09  6.176E+11  1.037E+00  3.077E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1361 -1.108E+09  6.176E+11  1.037E+00  3.087E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1362 -1.109E+09  6.176E+11  1.037E+00  3.097E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1363 -1.111E+09  6.176E+11  1.037E+00  3.107E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1364 -1.112E+09  6.176E+11  1.037E+00  3.117E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1365 -1.113E+09  6.176E+11  1.038E+00  3.127E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1366 -1.114E+09  6.176E+11  1.038E+00  3.137E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1367 -1.115E+09  6.176E+11  1.038E+00  3.147E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1368 -1.116E+09  6.177E+11  1.038E+00  3.157E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1369 -1.118E+09  6.177E+11  1.038E+00  3.167E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1370 -1.119E+09  6.177E+11  1.039E+00  3.177E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1371 -1.120E+09  6.177E+11  1.039E+00  3.187E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1372 -1.121E+09  6.177E+11  1.039E+00  3.197E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1373 -1.122E+09  6.177E+11  1.039E+00  3.207E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1374 -1.124E+09  6.177E+11  1.039E+00  3.217E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1375 -1.125E+09  6.177E+11  1.039E+00  3.227E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1376 -1.126E+09  6.177E+11  1.040E+00  3.238E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1377 -1.127E+09  6.177E+11  1.040E+00  3.248E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1378 -1.128E+09  6.177E+11  1.040E+00  3.258E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1379 -1.129E+09  6.177E+11  1.040E+00  3.268E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1380 -1.131E+09  6.177E+11  1.040E+00  3.279E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1381 -1.132E+09  6.177E+11  1.040E+00  3.289E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1382 -1.133E+09  6.177E+11  1.041E+00  3.299E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1383 -1.134E+09  6.177E+11  1.041E+00  3.309E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1384 -1.135E+09  6.177E+11  1.041E+00  3.320E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1385 -1.137E+09  6.177E+11  1.041E+00  3.330E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1386 -1.138E+09  6.177E+11  1.041E+00  3.341E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1387 -1.139E+09  6.177E+11  1.041E+00  3.351E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1388 -1.140E+09  6.177E+11  1.042E+00  3.362E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1389 -1.141E+09  6.177E+11  1.042E+00  3.372E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1390 -1.143E+09  6.177E+11  1.042E+00  3.382E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1391 -1.144E+09  6.177E+11  1.042E+00  3.393E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1392 -1.145E+09  6.177E+11  1.042E+00  3.404E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1393 -1.146E+09  6.177E+11  1.043E+00  3.414E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1394 -1.147E+09  6.177E+11  1.043E+00  3.425E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1395 -1.148E+09  6.177E+11  1.043E+00  3.435E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1396 -1.150E+09  6.177E+11  1.043E+00  3.446E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1397 -1.151E+09  6.177E+11  1.043E+00  3.457E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1398 -1.152E+09  6.177E+11  1.043E+00  3.467E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1399 -1.153E+09  6.177E+11  1.044E+00  3.478E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1400 -1.154E+09  6.177E+11  1.044E+00  3.489E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1401 -1.156E+09  6.177E+11  1.044E+00  3.499E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1402 -1.157E+09  6.177E+11  1.044E+00  3.510E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1403 -1.158E+09  6.177E+11  1.044E+00  3.521E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1404 -1.159E+09  6.177E+11  1.045E+00  3.532E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1405 -1.160E+09  6.177E+11  1.045E+00  3.542E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1406 -1.161E+09  6.177E+11  1.045E+00  3.553E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1407 -1.163E+09  6.177E+11  1.045E+00  3.564E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1408 -1.164E+09  6.177E+11  1.045E+00  3.575E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1409 -1.165E+09  6.177E+11  1.045E+00  3.586E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1410 -1.166E+09  6.177E+11  1.046E+00  3.597E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1411 -1.167E+09  6.177E+11  1.046E+00  3.608E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1412 -1.169E+09  6.177E+11  1.046E+00  3.619E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1413 -1.170E+09  6.177E+11  1.046E+00  3.630E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1414 -1.171E+09  6.177E+11  1.046E+00  3.641E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1415 -1.172E+09  6.177E+11  1.047E+00  3.652E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1416 -1.173E+09  6.177E+11  1.047E+00  3.663E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1417 -1.174E+09  6.177E+11  1.047E+00  3.674E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1418 -1.176E+09  6.177E+11  1.047E+00  3.685E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1419 -1.177E+09  6.177E+11  1.047E+00  3.696E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1420 -1.178E+09  6.177E+11  1.048E+00  3.707E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1421 -1.179E+09  6.177E+11  1.048E+00  3.719E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1422 -1.180E+09  6.177E+11  1.048E+00  3.730E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1423 -1.182E+09  6.177E+11  1.048E+00  3.741E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1424 -1.183E+09  6.177E+11  1.048E+00  3.752E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1425 -1.184E+09  6.177E+11  1.048E+00  3.764E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1426 -1.185E+09  6.177E+11  1.049E+00  3.775E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1427 -1.186E+09  6.177E+11  1.049E+00  3.786E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1428 -1.187E+09  6.177E+11  1.049E+00  3.798E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1429 -1.189E+09  6.177E+11  1.049E+00  3.809E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1430 -1.190E+09  6.177E+11  1.049E+00  3.820E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1431 -1.191E+09  6.177E+11  1.050E+00  3.832E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1432 -1.192E+09  6.177E+11  1.050E+00  3.843E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1433 -1.193E+09  6.177E+11  1.050E+00  3.855E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1434 -1.195E+09  6.178E+11  1.050E+00  3.866E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1435 -1.196E+09  6.178E+11  1.050E+00  3.877E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1436 -1.197E+09  6.178E+11  1.051E+00  3.889E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1437 -1.198E+09  6.178E+11  1.051E+00  3.901E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1438 -1.199E+09  6.178E+11  1.051E+00  3.912E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1439 -1.201E+09  6.178E+11  1.051E+00  3.924E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1440 -1.202E+09  6.178E+11  1.051E+00  3.935E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1441 -1.203E+09  6.178E+11  1.052E+00  3.947E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1442 -1.204E+09  6.178E+11  1.052E+00  3.959E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1443 -1.205E+09  6.178E+11  1.052E+00  3.970E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1444 -1.206E+09  6.178E+11  1.052E+00  3.982E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1445 -1.208E+09  6.178E+11  1.052E+00  3.994E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1446 -1.209E+09  6.178E+11  1.053E+00  4.005E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
 1447 -1.210E+09  6.178E+11  1.053E+00  4.017E+49  1.212E+18  6.101E+27  3.758E+01  3.400E-02 -1.436E+20  r 99.9
